OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,properties.RatePer100K,Shape__Area,Shape__Length
1,27006,1380.0,8.0,14872,Advance,,927.918235610543,9279.18235610543,1744189234.37061,355282.663136038
2,27007,231.0,1.0,2136,Ararat,,1081.4606741573,10814.606741573,592499585.594238,195922.003442792
3,27009,314.0,2.0,2937,Belews Creek,,1069.11814776983,10691.1814776983,618093097.011353,191244.647442635
4,27011,567.0,7.0,5411,Boonville,,1047.86545924968,10478.6545924968,1489580093.86462,316910.589814884
5,27012,2959.0,51.0,28954,Clemmons,,1021.9658769082,10219.658769082,1176567385.86804,255774.303165276
6,27013,657.0,8.0,6495,Cleveland,,1011.54734411085,10115.4734411085,2066336247.98627,379169.285246239
7,27014,88.0,2.0,957,Cooleemee,,919.540229885057,9195.40229885057,21479098.032959,22299.1178929161
8,27016,172.0,2.0,1682,Danbury,,1022.59215219976,10225.9215219976,1068209590.0686,211061.413302457
9,27017,1124.0,14.0,9499,Dobson,,1183.28245078429,11832.8245078429,2962951682.04883,566348.974052304
10,27018,729.0,6.0,8221,East Bend,,886.753436321615,8867.53436321615,2331567909.96985,255811.974556888
11,27019,354.0,1.0,4234,Germanton,,836.088804912612,8360.88804912612,977414017.819214,270248.259734795
12,27020,755.0,7.0,6104,Hamptonville,,1236.89384010485,12368.9384010485,2114111622.36755,316969.486887135
13,27021,1877.0,47.0,17979,King,,1043.9957728461,10439.957728461,1469376476.14172,210392.900707099
14,27022,100.0,2.0,1512,Lawsonville,,661.375661375661,6613.75661375661,918745327.278442,200803.000966771
15,27023,1070.0,4.0,12775,Lewisville,,837.573385518591,8375.73385518591,807172159.002075,183078.980128527
16,27024,296.0,3.0,2683,Lowgap,,1103.24263883712,11032.4263883712,1265827411.39758,278411.484773322
17,27025,1040.0,30.0,11117,Madison,,935.504182783125,9355.04182783125,2714649364.33142,468723.596670606
18,27027,373.0,19.0,4017,Mayodan,,928.553647000249,9285.53647000249,548179131.574585,172371.363079245
19,27028,2840.0,32.0,28039,Mocksville,,1012.8749242127,10128.749242127,5475621774.30664,567238.136149725
20,27030,4533.0,104.0,37641,Mount Airy,,1204.27193751494,12042.7193751494,4824085732.75671,624989.724929863
21,27040,1059.0,10.0,13150,Pfafftown,,805.32319391635,8053.2319391635,763349953.536133,205025.773716105
22,27041,758.0,8.0,8020,Pilot Mountain,,945.137157107232,9451.37157107232,1629462738.40637,324677.141569035
