OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,properties.RatePer100K,Shape__Area,Shape__Length
1,27006,2165.0,18.0,14872,Advance,,1455.75578267886,14557.5578267886,1744189234.37061,355282.663136038
2,27007,370.0,3.0,2136,Ararat,,1732.20973782772,17322.0973782772,592499585.594238,195922.003442792
3,27009,479.0,6.0,2937,Belews Creek,,1630.91590057882,16309.1590057882,618093097.011353,191244.647442635
4,27011,929.0,10.0,5411,Boonville,,1716.87303640732,17168.7303640732,1489580093.86462,316910.589814884
5,27012,4344.0,67.0,28954,Clemmons,,1500.31083788078,15003.1083788078,1176567385.86804,255774.303165276
6,27013,1108.0,13.0,6495,Cleveland,,1705.92763664357,17059.2763664357,2066336247.98627,379169.285246239
7,27014,191.0,6.0,957,Cooleemee,,1995.82027168234,19958.2027168234,21479098.032959,22299.1178929161
8,27016,315.0,4.0,1682,Danbury,,1872.77051129608,18727.7051129608,1068209590.0686,211061.413302457
9,27017,1820.0,23.0,9499,Dobson,,1915.99115696389,19159.9115696389,2962951682.04883,566348.974052303
10,27018,1251.0,11.0,8221,East Bend,,1521.71268702104,15217.1268702104,2331567909.96985,255811.974556888
11,27019,578.0,5.0,4234,Germanton,,1365.13934813415,13651.3934813415,977414017.819214,270248.259734795
12,27020,1155.0,11.0,6104,Hamptonville,,1892.20183486239,18922.0183486239,2114111622.36755,316969.486887135
13,27021,2951.0,59.0,17979,King,,1641.3593637021,16413.593637021,1469376476.14172,210392.900707099
14,27022,187.0,3.0,1512,Lawsonville,,1236.77248677249,12367.7248677249,918745327.278442,200803.000966771
15,27023,1637.0,8.0,12775,Lewisville,,1281.40900195695,12814.0900195695,807172159.002075,183078.980128526
16,27024,468.0,5.0,2683,Lowgap,,1744.31606410734,17443.1606410734,1265827411.39758,278411.484773322
17,27025,1650.0,36.0,11117,Madison,,1484.21336691553,14842.1336691553,2714649364.33142,468723.596670607
18,27027,554.0,19.0,4017,Mayodan,,1379.13866069206,13791.3866069206,548179131.574585,172371.363079245
19,27028,4745.0,57.0,28039,Mocksville,,1692.28574485538,16922.8574485538,5475621774.30664,567238.136149726
20,27030,7122.0,154.0,37641,Mount Airy,,1892.08575755161,18920.8575755161,4824085732.75671,624989.724929864
21,27040,1654.0,13.0,13150,Pfafftown,,1257.79467680608,12577.9467680608,763349953.536133,205025.773716105
22,27041,1343.0,11.0,8020,Pilot Mountain,,1674.56359102244,16745.6359102244,1629462738.40637,324677.141569035
23,27042,101.0,2.0,720,Pine Hall,,1402.77777777778,14027.7777777778,290758639.069458,113971.243586081
24,27043,1005.0,13.0,6442,Pinnacle,,1560.07451102142,15600.7451102142,1935795027.06067,395674.180712495
25,27045,1623.0,14.0,9583,Rural Hall,,1693.62412605656,16936.2412605656,666085549.25769,154538.589918543
26,27046,283.0,5.0,1953,Sandy Ridge,,1449.05273937532,14490.5273937532,1237681699.0647,217125.573744555
27,27047,195.0,2.0,1279,Siloam,,1524.62861610633,15246.2861610633,576295820.815674,144984.839113672
28,27048,1246.0,18.0,8902,Stoneville,,1399.68546394069,13996.8546394069,2355000804.03674,325454.766660312
29,27050,599.0,7.0,4084,Tobaccoville,,1466.69931439765,14666.9931439765,703876500.567505,219088.1792708
30,27051,1232.0,12.0,8287,Walkertown,,1486.6658621938,14866.658621938,524680317.775635,151066.808563308
31,27052,1581.0,30.0,10061,Walnut Cove,,1571.41437232879,15714.1437232879,2710320219.82117,403203.611044297
32,27053,424.0,5.0,3156,Westfield,,1343.47275031686,13434.7275031686,2152815477.55933,413464.446930883
33,27054,509.0,9.0,2608,Woodleaf,,1951.68711656442,19516.8711656442,778193820.583862,201172.963339102
34,27055,2756.0,38.0,14521,Yadkinville,,1897.94091316025,18979.4091316025,3115987965.39453,403366.492297811
35,27101,2836.0,52.0,24321,Winston Salem,,1166.0704740759,11660.704740759,356085731.400146,162957.922513792
36,27103,4853.0,51.0,36071,Winston Salem,,1345.40212358959,13454.0212358959,527249856.672729,146399.561156354
37,27104,3731.0,45.0,29383,Winston Salem,,1269.78184664602,12697.8184664602,337669863.683838,130394.134288752
38,27105,6247.0,61.0,40186,Winston Salem,,1554.5214751406,15545.214751406,950547784.577881,208375.813794777
39,27106,6377.0,68.0,51378,Winston Salem,,1241.19272840515,12411.9272840515,787324720.967285,203893.681115083
40,27107,7936.0,77.0,52432,Winston Salem,,1513.57949343912,15135.7949343912,1859279716.41162,319111.813640457
41,27127,6019.0,37.0,38510,Winston Salem,,1562.97065697221,15629.7065697222,820319160.873047,213438.375685158
42,27157,94.0,0.0,5,Winston Salem,,,,827769.094482422,4216.57245655308
43,27203,3906.0,63.0,21876,Asheboro,,1785.5183763028,17855.183763028,589408161.410522,188062.356665824
44,27205,5702.0,62.0,34549,Asheboro,,1650.40956322904,16504.0956322904,6255653514.79199,588011.232518038
45,27207,525.0,2.0,3806,Bear Creek,,1379.40094587493,13794.0094587493,2300194678.82397,473699.237818466
46,27208,250.0,4.0,1691,Bennett,,1478.41513897102,14784.1513897102,1029479783.1405,215638.108979383
47,27209,914.0,44.0,4151,Biscoe,,2201.87906528547,22018.7906528547,1198089302.20734,259108.004034657
48,27212,425.0,1.0,1600,Blanch,,2656.25,26562.5,1328181375.12305,277007.399750669
49,27214,1688.0,17.0,11747,Browns Summit,,1436.96262875628,14369.6262875628,1414533235.94788,324969.09283087
50,27215,7163.0,100.0,44892,Burlington,,1595.60723514212,15956.0723514212,1827823774.30115,298200.358945539
51,27217,7513.0,121.0,39111,Burlington,,1920.94295722431,19209.4295722431,3473433663.33496,513818.514768521
52,27229,744.0,18.0,4014,Candor,,1853.51270553064,18535.1270553064,2747739848.89313,367384.611313313
53,27231,190.0,1.0,2048,Cedar Grove,,927.734375,9277.34375,987771348.581177,209108.769362036
54,27233,524.0,7.0,3647,Climax,,1436.79736769948,14367.9736769948,703252829.253662,187154.002103637
55,27235,648.0,14.0,4575,Colfax,,1416.39344262295,14163.9344262295,380654027.583252,148521.339190304
56,27239,1579.0,25.0,9629,Denton,,1639.837989407,16398.37989407,4319759872.9696,429373.198159065
57,27242,319.0,5.0,2668,Eagle Springs,,1195.65217391304,11956.5217391304,1480408484.01825,321391.030328654
58,27243,484.0,4.0,4665,Efland,,1037.51339764202,10375.1339764202,1142332751.10315,311755.144165645
59,27244,3117.0,30.0,16259,Elon,,1917.09207208315,19170.9207208315,1541989025.453,399696.340130383
60,27248,713.0,8.0,4835,Franklinville,,1474.6639089969,14746.639089969,942909114.352783,215710.992817748
61,27249,1951.0,22.0,13355,Gibsonville,,1460.87607637589,14608.7607637589,1679803774.77087,397477.611919869
62,27252,213.0,3.0,2264,Goldston,,940.812720848057,9408.12720848057,1142470673.17163,220926.147155477
63,27253,5553.0,74.0,31464,Graham,,1764.87414187643,17648.7414187643,2351372927.78931,521476.969804175
64,27258,1107.0,11.0,7740,Haw River,,1430.23255813953,14302.3255813953,473631125.268677,312686.877842212
65,27260,3456.0,57.0,25696,High Point,,1344.95641344956,13449.5641344956,348441568.963501,133229.878739789
66,27262,3190.0,73.0,24764,High Point,,1288.1602325957,12881.602325957,368730084.700928,171087.864383377
67,27263,3316.0,55.0,22320,High Point,,1485.66308243728,14856.6308243728,1121512604.52234,249658.228757679
68,27265,6849.0,83.0,50038,High Point,,1368.75974259563,13687.5974259563,1172957282.41284,307481.490778656
69,27268,342.0,0.0,1695,High Point,,2017.69911504425,20176.9911504425,2495618.64758301,8251.66869064816
70,27278,2616.0,25.0,27181,Hillsborough,,962.436996431331,9624.36996431331,2885765742.02771,502574.675043234
71,27281,428.0,4.0,3710,Jackson Springs,,1153.63881401617,11536.3881401617,2095606802.2608,479969.724586593
72,27282,2147.0,30.0,16597,Jamestown,,1293.60727842381,12936.0727842381,404066994.873657,168803.970950205
73,27283,468.0,5.0,2982,Julian,,1569.41649899396,15694.1649899396,711286368.914917,161239.518798817
74,27284,8427.0,114.0,56201,Kernersville,,1499.43951175246,14994.3951175246,2233069317.10205,420748.080109326
75,27288,3638.0,71.0,23585,Eden,,1542.50582997668,15425.0582997668,1951079100.05676,304615.616752016
76,27291,203.0,1.0,1538,Leasburg,,1319.89596879064,13198.9596879064,1492904663.44434,314720.3653191
77,27292,6674.0,69.0,41465,Lexington,,1609.55022307971,16095.5022307971,4270233445.18579,407599.915340798
78,27295,6830.0,82.0,39191,Lexington,,1742.74705927381,17427.4705927381,3631502180.53174,466742.919509857
79,27298,1521.0,16.0,10440,Liberty,,1456.89655172414,14568.9655172414,2639148530.03284,431527.987760386
80,27299,1060.0,11.0,5254,Linwood,,2017.51046821469,20175.1046821469,822543412.257813,203597.604040364
81,27301,1664.0,24.0,10019,Mc Leansville,,1660.84439564827,16608.4439564827,900133716.655151,287107.537324028
82,27302,4403.0,29.0,32302,Mebane,,1363.07349390131,13630.7349390131,3198656461.27478,644303.594275321
83,27305,224.0,1.0,1585,Milton,,1413.24921135647,14132.4921135647,687167820.539429,263836.485514183
84,27306,1070.0,22.0,5945,Mount Gilead,,1799.83179142136,17998.3179142136,5305900334.83325,426306.558627535
85,27310,1039.0,5.0,8562,Oak Ridge,,1213.50151833684,12135.0151833684,526240082.103149,140986.043049622
86,27311,488.0,6.0,3220,Pelham,,1515.52795031056,15155.2795031056,1338371966.32642,293760.993606137
87,27312,1632.0,28.0,22205,Pittsboro,,734.969601441117,7349.69601441117,5005768374.64233,617961.777569282
88,27313,910.0,27.0,7288,Pleasant Garden,,1248.62788144896,12486.2788144896,760352714.59021,181619.740165306
89,27314,120.0,1.0,1138,Prospect Hill,,1054.48154657294,10544.8154657294,773578280.842896,162162.976448062
90,27315,220.0,1.0,2140,Providence,,1028.03738317757,10280.3738317757,697810511.310425,179457.95829655
91,27316,1077.0,18.0,7156,Ramseur,,1505.03074343209,15050.3074343209,1975410509.03577,278228.393914437
92,27317,3016.0,38.0,17851,Randleman,,1689.54120217355,16895.4120217355,1700826686.43616,339539.515262609
93,27320,5691.0,70.0,38894,Reidsville,,1463.20769270324,14632.0769270324,6966725984.64832,658218.836963247
94,27325,1142.0,15.0,7676,Robbins,,1487.75403856175,14877.5403856175,2401051783.47894,409075.895347678
95,27326,580.0,3.0,3692,Ruffin,,1570.96424702059,15709.6424702059,1884156536.74561,359587.547530237
96,27330,6419.0,74.0,39529,Sanford,,1623.87108199044,16238.7108199044,6011213414.18433,528161.840140258
97,27332,4844.0,45.0,33549,Sanford,,1443.85823720528,14438.5823720528,2996782209.29614,417113.1648361
98,27341,833.0,6.0,5820,Seagrove,,1431.27147766323,14312.7147766323,2678433259.4787,311632.157547413
99,27343,182.0,0.0,1840,Semora,,989.130434782609,9891.30434782609,1390260353.39624,348769.311430722
100,27344,2862.0,41.0,19290,Siler City,,1483.67029548989,14836.7029548989,4591228058.44531,607903.308882545
101,27349,970.0,7.0,5850,Snow Camp,,1658.11965811966,16581.1965811966,1831279532.651,381750.490582419
102,27350,1094.0,12.0,7508,Sophia,,1457.11241342568,14571.1241342568,1066449848.573,204602.636460839
103,27355,382.0,2.0,3196,Staley,,1195.24405506884,11952.4405506884,1016358702.6969,245160.332752788
104,27356,511.0,8.0,3513,Star,,1454.59721036151,14545.9721036151,1815293543.21783,348288.379855761
105,27357,1472.0,24.0,8325,Stokesdale,,1768.16816816817,17681.6816816817,1273124268.28796,223115.118835702
106,27358,1783.0,10.0,15960,Summerfield,,1117.1679197995,11171.679197995,1557557662.14905,323017.176053331
107,27360,7926.0,108.0,48331,Thomasville,,1639.94123854255,16399.4123854255,2458732404.91687,372395.85217249
108,27370,2559.0,48.0,14622,Trinity,,1750.10258514567,17501.0258514567,1663817222.16028,344702.900725307
109,27371,1291.0,17.0,7778,Troy,,1659.80971972229,16598.0971972229,4076136455.00793,473833.643450898
110,27376,1332.0,24.0,9884,West End,,1347.63253743424,13476.3253743424,1781050002.06519,320932.333330313
111,27377,1596.0,12.0,9597,Whitsett,,1663.01969365427,16630.1969365427,736936774.92627,183024.518653502
112,27379,854.0,25.0,6057,Yanceyville,,1409.93891365362,14099.3891365362,2663338769.75159,422550.665080929
113,27401,2871.0,36.0,20221,Greensboro,,1419.81108748331,14198.1108748331,171748092.127686,100334.769337553
114,27403,2259.0,25.0,21278,Greensboro,,1061.65993044459,10616.5993044459,159396286.028687,87465.254538865
115,27405,7440.0,71.0,52510,Greensboro,,1416.87297657589,14168.7297657589,886695637.391357,284328.52642169
116,27406,8600.0,141.0,60755,Greensboro,,1415.52135626697,14155.2135626697,1894160074.00403,327705.317343954
117,27407,6658.0,86.0,49837,Greensboro,,1335.95521399763,13359.5521399763,840498790.451172,227731.576408349
118,27408,1849.0,9.0,17406,Greensboro,,1062.2773756176,10622.773756176,221403500.549561,80148.1616765213
119,27409,2302.0,21.0,17953,Greensboro,,1282.23695204144,12822.3695204144,603872824.646484,239783.02449594
120,27410,6152.0,62.0,56968,Greensboro,,1079.90450779385,10799.0450779385,859363574.914917,272309.563854046
121,27455,3596.0,75.0,29197,Greensboro,,1231.63338699181,12316.3338699181,816075696.678345,198282.860420202
122,27501,3350.0,30.0,21338,Angier,,1569.9690692661,15699.690692661,1683348454.90833,329143.189780915
123,27502,4128.0,13.0,43747,Apex,,943.607561661371,9436.07561661371,840126405.51062,242725.298081049
124,27503,349.0,1.0,7222,Bahama,,483.245638327333,4832.45638327333,1054708975.44934,246183.053747647
125,27504,3218.0,35.0,16320,Benson,,1971.8137254902,19718.137254902,2584462015.08862,486262.181304732
126,27505,1000.0,18.0,7308,Broadway,,1368.36343732895,13683.6343732895,1509842573.20557,320128.84050568
127,27507,226.0,3.0,2053,Bullock,,1100.82805650268,11008.2805650268,1354883649.98218,266873.357504052
128,27508,386.0,1.0,2340,Bunn,,1649.57264957265,16495.7264957265,312599782.273071,114289.902416244
129,27509,2178.0,39.0,6935,Butner,,3140.59120403749,31405.9120403749,507253453.414795,156294.942704551
130,27510,1124.0,8.0,14543,Carrboro,,772.880423571478,7728.80423571478,88705554.5671387,57867.6032694508
131,27511,3104.0,29.0,34041,Cary,,911.841602773127,9118.41602773127,333520579.048462,98702.6527265332
132,27513,3740.0,29.0,49003,Cary,,763.21857845438,7632.1857845438,474399121.186279,162336.294574525
133,27514,2581.0,24.0,32847,Chapel Hill,,785.764301153834,7857.64301153834,579057212.663452,190879.985276748
134,27516,3191.0,17.0,44117,Chapel Hill,,723.303941791146,7233.03941791146,2564236091.9281,438904.079251582
135,27517,1789.0,17.0,28831,Chapel Hill,,620.512642641601,6205.12642641601,1520140847.99951,299162.993678502
136,27518,1839.0,19.0,22765,Cary,,807.819020426093,8078.19020426093,262665807.612671,130741.025823352
137,27519,4240.0,11.0,59960,Cary,,707.138092061374,7071.38092061374,609072010.422363,166930.324843009
138,27520,7570.0,80.0,43958,Clayton,,1722.09836662269,17220.9836662269,1962402119.35425,374945.851452288
139,27521,1125.0,14.0,7149,Coats,,1573.64666386907,15736.4666386907,721041350.168091,174373.299688565
140,27522,1773.0,10.0,13652,Creedmoor,,1298.7108116027,12987.108116027,2172960809.67273,361578.814896965
141,27523,1278.0,2.0,12782,Apex,,999.843529964012,9998.43529964012,1210964088.06177,294058.887697932
142,27524,2401.0,34.0,13532,Four Oaks,,1774.31274017145,17743.1274017145,3831785222.9375,530912.577014992
143,27525,2699.0,7.0,15534,Franklinton,,1737.47907815115,17374.7907815115,2660281050.9928,421324.476104612
144,27526,7032.0,68.0,54027,Fuquay Varina,,1301.57143650397,13015.7143650397,2787678657.25134,460586.982042285
145,27527,4777.0,20.0,30234,Clayton,,1580.00926109678,15800.0926109678,1261348608.45837,213730.175971786
146,27529,8136.0,89.0,53854,Garner,,1510.75129052624,15107.5129052624,1666161335.17407,336033.618547781
147,27530,5465.0,103.0,40212,Goldsboro,,1359.04705063165,13590.4705063165,2920081393.96802,465673.796837526
148,27531,40.0,0.0,666,Goldsboro,,600.600600600601,6006.00600600601,123956304.007813,71472.4653387502
149,27534,4523.0,95.0,31819,Goldsboro,,1421.47773342971,14214.7773342971,1995982542.31616,394454.137280507
150,27536,2829.0,50.0,16459,Henderson,,1718.81645300444,17188.1645300444,359552678.037964,148817.062353839
151,27537,3838.0,47.0,25321,Henderson,,1515.73792504245,15157.3792504245,5545289733.50195,795404.906342347
152,27539,2638.0,11.0,26567,Apex,,992.961192456807,9929.61192456807,805959451.628174,335082.894750928
153,27540,4759.0,14.0,39075,Holly Springs,,1217.91426743442,12179.1426743442,1299006108.57275,339054.617126206
154,27541,542.0,3.0,4044,Hurdle Mills,,1340.25717111771,13402.5717111771,1979862536.66309,328579.598479954
155,27542,1466.0,22.0,10043,Kenly,,1459.72319028179,14597.2319028179,2499059670.1123,366253.348192187
156,27544,585.0,6.0,4291,Kittrell,,1363.31857375903,13633.1857375903,1645813165.28467,322022.503716068
157,27545,5022.0,44.0,30327,Knightdale,,1655.95014343654,16559.5014343654,885541868.759766,219250.012614228
158,27546,3583.0,90.0,22436,Lillington,,1596.98698520235,15969.8698520235,3433026188.83105,510775.88711738
159,27549,3489.0,40.0,25224,Louisburg,,1383.20647002854,13832.0647002854,6636124442.18066,817297.028533168
160,27551,183.0,3.0,2205,Macon,,829.931972789116,8299.31972789116,2443966870.98499,402849.299843211
161,27553,566.0,1.0,2030,Manson,,2788.17733990148,27881.7733990148,1245206626.07959,217969.561788749
162,27556,37.0,0.0,298,Middleburg,,1241.61073825503,12416.1073825503,67850312.0914307,63490.7222823736
163,27557,1352.0,12.0,9214,Middlesex,,1467.33232038203,14673.3232038203,2046463550.40088,338861.342265205
164,27559,222.0,1.0,2874,Moncure,,772.442588726513,7724.42588726514,1458825370.29968,366837.077035256
165,27560,2905.0,16.0,33691,Morrisville,,862.248078121754,8622.48078121754,794384947.373291,268297.11970144
166,27562,417.0,1.0,2791,New Hill,,1494.08814045145,14940.8814045145,1862081556.93738,349507.762295745
167,27563,614.0,11.0,5312,Norlina,,1155.8734939759,11558.734939759,1943381370.69177,412640.540954252
168,27565,3743.0,58.0,26057,Oxford,,1436.46620869632,14364.6620869632,9219811779.9552,826827.222809143
169,27569,1522.0,12.0,8984,Princeton,,1694.12288512912,16941.2288512912,2107084820.73511,313917.550563748
170,27571,1269.0,3.0,7385,Rolesville,,1718.34800270819,17183.4800270819,149121249.193359,94251.9264704589
171,27572,720.0,3.0,7316,Rougemont,,984.144341170038,9841.44341170038,3003228111.9873,397658.617230022
172,27573,1897.0,58.0,11561,Roxboro,,1640.8615171698,16408.6151716979,501787874.430542,219611.309648668
173,27574,1882.0,19.0,15232,Roxboro,,1235.55672268908,12355.5672268908,5527133817.3114,691755.452465681
174,27576,3182.0,33.0,20197,Selma,,1575.48150715453,15754.8150715453,2407427117.65723,339571.106645256
175,27577,4688.0,62.0,25214,Smithfield,,1859.28452447053,18592.8452447053,2877290650.99841,416726.966278934
176,27581,492.0,2.0,3956,Stem,,1243.68048533873,12436.8048533873,1038615853.81189,246789.101888964
177,27583,1006.0,10.0,7012,Timberlake,,1434.68339988591,14346.8339988591,1327957318.65857,326956.719649922
178,27587,11150.0,63.0,74087,Wake Forest,,1504.98737970224,15049.8737970224,3132804734.81897,700749.84181148
179,27589,1044.0,15.0,8312,Warrenton,,1256.01539942252,12560.1539942252,4790731000.68542,626837.217934377
180,27591,4130.0,35.0,23448,Wendell,,1761.34425110884,17613.4425110884,1913446220.02844,380727.392057269
181,27592,2489.0,11.0,17368,Willow Spring,,1433.09534776601,14330.9534776601,1090932847.86865,312475.180771682
182,27596,3041.0,8.0,18655,Youngsville,,1630.12597158939,16301.2597158939,1519151285.28821,344366.073155402
183,27597,4862.0,31.0,25494,Zebulon,,1907.11539970189,19071.1539970189,3191967656.80884,568385.679042478
184,27601,1429.0,8.0,12139,Raleigh,,1177.19746272345,11771.9746272345,49970514.2080078,41226.7428180514
185,27603,7731.0,51.0,55479,Raleigh,,1393.50024333532,13935.0024333532,1420350588.63403,346107.072534997
186,27604,6641.0,55.0,47645,Raleigh,,1393.8503515584,13938.503515584,550434833.049927,194088.121184431
