OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,properties.RatePer100K,Shape__Area,Shape__Length
1,27006,3324.0,18.0,14872,Advance,,2235.072619688,22350.72619688,1744189234.37061,355282.663136038
2,27007,580.0,5.0,2136,Ararat,,2715.35580524345,27153.5580524345,592499585.594238,195922.003442792
3,27009,665.0,9.0,2937,Belews Creek,,2264.2151855635,22642.151855635,618093097.011353,191244.647442635
4,27011,1498.0,14.0,5411,Boonville,,2768.43467011643,27684.3467011643,1489580093.86462,316910.589814884
5,27012,7054.0,75.0,28954,Clemmons,,2436.27823444084,24362.7823444084,1176567385.86804,255774.303165276
6,27013,1581.0,13.0,6495,Cleveland,,2434.18013856813,24341.8013856813,2066336247.98627,379169.285246239
7,27014,259.0,6.0,957,Cooleemee,,2706.37408568443,27063.7408568443,21479098.032959,22299.1178929161
8,27016,487.0,6.0,1682,Danbury,,2895.36266349584,28953.6266349584,1068209590.0686,211061.413302457
9,27017,2654.0,30.0,9499,Dobson,,2793.97831350668,27939.7831350668,2962951682.04883,566348.974052303
10,27018,1982.0,14.0,8221,East Bend,,2410.89891740664,24108.9891740664,2331567909.96985,255811.974556888
11,27019,834.0,6.0,4234,Germanton,,1969.76854038734,19697.6854038734,977414017.819214,270248.259734795
12,27020,1636.0,11.0,6104,Hamptonville,,2680.20969855832,26802.0969855832,2114111622.36755,316969.486887135
13,27021,4495.0,73.0,17979,King,,2500.13905111519,25001.3905111519,1469376476.14172,210392.900707099
14,27022,291.0,4.0,1512,Lawsonville,,1924.60317460317,19246.0317460317,918745327.278442,200803.000966771
15,27023,2748.0,11.0,12775,Lewisville,,2151.07632093933,21510.7632093933,807172159.002075,183078.980128526
16,27024,718.0,6.0,2683,Lowgap,,2676.10883339545,26761.0883339545,1265827411.39758,278411.484773322
17,27025,2442.0,37.0,11117,Madison,,2196.63578303499,21966.3578303499,2714649364.33142,468723.596670607
18,27027,874.0,19.0,4017,Mayodan,,2175.75304953946,21757.5304953946,548179131.574585,172371.363079245
19,27028,7054.0,57.0,28039,Mocksville,,2515.78158992831,25157.8158992831,5475621774.30664,567238.136149726
20,27030,10391.0,180.0,37641,Mount Airy,,2760.5536516033,27605.536516033,4824085732.75671,624989.724929864
21,27040,2695.0,17.0,13150,Pfafftown,,2049.42965779468,20494.2965779468,763349953.536133,205025.773716105
22,27041,1969.0,17.0,8020,Pilot Mountain,,2455.11221945137,24551.1221945137,1629462738.40637,324677.141569035
23,27042,154.0,3.0,720,Pine Hall,,2138.88888888889,21388.8888888889,290758639.069458,113971.243586081
24,27043,1518.0,15.0,6442,Pinnacle,,2356.41105246818,23564.1105246818,1935795027.06067,395674.180712495
25,27045,2580.0,20.0,9583,Rural Hall,,2692.26755713242,26922.6755713242,666085549.25769,154538.589918543
26,27046,406.0,6.0,1953,Sandy Ridge,,2078.85304659498,20788.5304659498,1237681699.0647,217125.573744555
27,27047,303.0,2.0,1279,Siloam,,2369.03831118061,23690.3831118061,576295820.815674,144984.839113672
28,27048,1937.0,23.0,8902,Stoneville,,2175.91552460121,21759.1552460121,2355000804.03674,325454.766660312
29,27050,887.0,10.0,4084,Tobaccoville,,2171.8903036239,21718.903036239,703876500.567505,219088.1792708
30,27051,1940.0,15.0,8287,Walkertown,,2341.01604923374,23410.1604923374,524680317.775635,151066.808563308
31,27052,2365.0,38.0,10061,Walnut Cove,,2350.66096809462,23506.6096809462,2710320219.82117,403203.611044297
32,27053,623.0,6.0,3156,Westfield,,1974.01774397972,19740.1774397972,2152815477.55933,413464.446930883
33,27054,706.0,11.0,2608,Woodleaf,,2707.05521472393,27070.5521472393,778193820.583862,201172.963339102
34,27055,4112.0,46.0,14521,Yadkinville,,2831.76089800978,28317.6089800978,3115987965.39453,403366.492297811
35,27101,4546.0,59.0,24321,Winston Salem,,1869.16656387484,18691.6656387484,356085731.400146,162957.922513792
36,27103,7979.0,66.0,36071,Winston Salem,,2212.02628150037,22120.2628150037,527249856.672729,146399.561156354
37,27104,6383.0,54.0,29383,Winston Salem,,2172.34455297281,21723.4455297281,337669863.683838,130394.134288752
38,27105,10048.0,70.0,40186,Winston Salem,,2500.37326432091,25003.7326432091,950547784.577881,208375.813794777
39,27106,10411.0,86.0,51378,Winston Salem,,2026.35369224182,20263.5369224182,787324720.967285,203893.681115083
40,27107,12193.0,96.0,52432,Winston Salem,,2325.4882514495,23254.882514495,1859279716.41162,319111.813640457
41,27127,9674.0,45.0,38510,Winston Salem,,2512.07478576993,25120.7478576993,820319160.873047,213438.375685158
42,27157,228.0,1.0,5,Winston Salem,,,,827769.094482422,4216.57245655308
43,27203,6038.0,64.0,21876,Asheboro,,2760.10239531907,27601.0239531907,589408161.410522,188062.356665824
44,27205,8250.0,67.0,34549,Asheboro,,2387.91281947379,23879.1281947379,6255653514.79199,588011.232518038
45,27207,790.0,3.0,3806,Bear Creek,,2075.66999474514,20756.6999474514,2300194678.82397,473699.237818466
46,27208,377.0,4.0,1691,Bennett,,2229.4500295683,22294.500295683,1029479783.1405,215638.108979383
47,27209,1344.0,45.0,4151,Biscoe,,3237.77403035413,32377.7403035413,1198089302.20734,259108.004034657
48,27212,575.0,1.0,1600,Blanch,,3593.75,35937.5,1328181375.12305,277007.399750669
49,27214,2590.0,20.0,11747,Browns Summit,,2204.81825146846,22048.1825146846,1414533235.94788,324969.09283087
50,27215,11285.0,110.0,44892,Burlington,,2513.81092399537,25138.1092399537,1827823774.30115,298200.358945539
51,27217,11634.0,140.0,39111,Burlington,,2974.61072332592,29746.1072332592,3473433663.33496,513818.514768521
52,27229,1154.0,22.0,4014,Candor,,2874.93771798705,28749.3771798705,2747739848.89313,367384.611313313
53,27231,359.0,2.0,2048,Cedar Grove,,1752.9296875,17529.296875,987771348.581177,209108.769362036
54,27233,748.0,8.0,3647,Climax,,2051.00082259391,20510.0082259391,703252829.253662,187154.002103637
55,27235,937.0,16.0,4575,Colfax,,2048.08743169399,20480.8743169399,380654027.583252,148521.339190304
56,27239,2213.0,27.0,9629,Denton,,2298.26565583134,22982.6565583134,4319759872.9696,429373.198159065
57,27242,514.0,8.0,2668,Eagle Springs,,1926.53673163418,19265.3673163418,1480408484.01825,321391.030328654
58,27243,823.0,4.0,4665,Efland,,1764.20150053591,17642.0150053591,1142332751.10315,311755.144165645
59,27244,4695.0,32.0,16259,Elon,,2887.63146564979,28876.3146564979,1541989025.453,399696.340130383
60,27248,1037.0,9.0,4835,Franklinville,,2144.77766287487,21447.7766287487,942909114.352783,215710.992817748
61,27249,2995.0,26.0,13355,Gibsonville,,2242.60576563085,22426.0576563085,1679803774.77087,397477.611919869
62,27252,329.0,3.0,2264,Goldston,,1453.18021201413,14531.8021201413,1142470673.17163,220926.147155477
63,27253,8866.0,88.0,31464,Graham,,2817.82354436817,28178.2354436817,2351372927.78931,521476.969804175
64,27258,1757.0,12.0,7740,Haw River,,2270.02583979328,22700.2583979328,473631125.268677,312686.877842212
65,27260,5151.0,67.0,25696,High Point,,2004.59215442092,20045.9215442092,348441568.963501,133229.878739789
66,27262,4756.0,75.0,24764,High Point,,1920.5298013245,19205.298013245,368730084.700928,171087.864383377
67,27263,4762.0,71.0,22320,High Point,,2133.51254480287,21335.1254480287,1121512604.52234,249658.228757679
68,27265,10427.0,89.0,50038,High Point,,2083.81629961229,20838.1629961229,1172957282.41284,307481.490778656
69,27268,397.0,0.0,1695,High Point,,2342.18289085546,23421.8289085546,2495618.64758301,8251.66869064816
70,27278,4780.0,29.0,27181,Hillsborough,,1758.5813619808,17585.813619808,2885765742.02771,502574.675043234
71,27281,691.0,7.0,3710,Jackson Springs,,1862.53369272237,18625.3369272237,2095606802.2608,479969.724586593
72,27282,3227.0,32.0,16597,Jamestown,,1944.32728806411,19443.2728806411,404066994.873657,168803.970950205
73,27283,643.0,5.0,2982,Julian,,2156.27095908786,21562.7095908786,711286368.914917,161239.518798817
74,27284,12866.0,135.0,56201,Kernersville,,2289.28310884148,22892.8310884148,2233069317.10205,420748.080109326
75,27288,5887.0,84.0,23585,Eden,,2496.07801568794,24960.7801568794,1951079100.05676,304615.616752016
76,27291,310.0,1.0,1538,Leasburg,,2015.60468140442,20156.0468140442,1492904663.44434,314720.3653191
77,27292,10294.0,84.0,41465,Lexington,,2482.57566622453,24825.7566622453,4270233445.18579,407599.915340798
78,27295,10575.0,90.0,39191,Lexington,,2698.32359470287,26983.2359470287,3631502180.53174,466742.919509857
79,27298,2330.0,18.0,10440,Liberty,,2231.80076628352,22318.0076628352,2639148530.03284,431527.987760386
80,27299,1559.0,11.0,5254,Linwood,,2967.26303768557,29672.6303768557,822543412.257813,203597.604040364
81,27301,2519.0,26.0,10019,Mc Leansville,,2514.22297634494,25142.2297634494,900133716.655151,287107.537324028
82,27302,7631.0,35.0,32302,Mebane,,2362.39242152189,23623.9242152189,3198656461.27478,644303.594275321
83,27305,321.0,1.0,1585,Milton,,2025.23659305994,20252.3659305994,687167820.539429,263836.485514183
84,27306,1600.0,24.0,5945,Mount Gilead,,2691.33725820017,26913.3725820017,5305900334.83325,426306.558627535
85,27310,1657.0,5.0,8562,Oak Ridge,,1935.29549170754,19352.9549170754,526240082.103149,140986.043049622
86,27311,751.0,6.0,3220,Pelham,,2332.29813664596,23322.9813664596,1338371966.32642,293760.993606137
87,27312,3250.0,31.0,22205,Pittsboro,,1463.63431659536,14636.3431659536,5005768374.64233,617961.777569282
88,27313,1378.0,31.0,7288,Pleasant Garden,,1890.77936333699,18907.7936333699,760352714.59021,181619.740165306
89,27314,196.0,1.0,1138,Prospect Hill,,1722.31985940246,17223.1985940246,773578280.842896,162162.976448062
90,27315,337.0,1.0,2140,Providence,,1574.76635514019,15747.6635514019,697810511.310425,179457.95829655
91,27316,1640.0,20.0,7156,Ramseur,,2291.78311906093,22917.8311906093,1975410509.03577,278228.393914437
92,27317,4398.0,44.0,17851,Randleman,,2463.72752226766,24637.2752226766,1700826686.43616,339539.515262609
93,27320,8824.0,76.0,38894,Reidsville,,2268.73039543374,22687.3039543374,6966725984.64832,658218.836963247
94,27325,1668.0,19.0,7676,Robbins,,2173.00677436165,21730.0677436165,2401051783.47894,409075.895347678
95,27326,843.0,4.0,3692,Ruffin,,2283.31527627302,22833.1527627302,1884156536.74561,359587.547530237
96,27330,10101.0,83.0,39529,Sanford,,2555.33911811581,25553.3911811581,6011213414.18433,528161.840140258
97,27332,7582.0,55.0,33549,Sanford,,2259.97794271066,22599.7794271066,2996782209.29614,417113.1648361
98,27341,1215.0,8.0,5820,Seagrove,,2087.62886597938,20876.2886597938,2678433259.4787,311632.157547413
99,27343,287.0,0.0,1840,Semora,,1559.78260869565,15597.8260869565,1390260353.39624,348769.311430722
100,27344,4392.0,41.0,19290,Siler City,,2276.82737169518,22768.2737169518,4591228058.44531,607903.308882545
101,27349,1522.0,8.0,5850,Snow Camp,,2601.7094017094,26017.094017094,1831279532.651,381750.490582419
102,27350,1558.0,18.0,7508,Sophia,,2075.11987213639,20751.1987213639,1066449848.573,204602.636460839
103,27355,585.0,3.0,3196,Staley,,1830.41301627034,18304.1301627034,1016358702.6969,245160.332752788
104,27356,725.0,8.0,3513,Star,,2063.76316538571,20637.6316538571,1815293543.21783,348288.379855761
105,27357,2239.0,29.0,8325,Stokesdale,,2689.48948948949,26894.8948948949,1273124268.28796,223115.118835702
106,27358,2691.0,13.0,15960,Summerfield,,1686.09022556391,16860.9022556391,1557557662.14905,323017.176053331
107,27360,11504.0,125.0,48331,Thomasville,,2380.25283979227,23802.5283979227,2458732404.91687,372395.85217249
108,27370,3697.0,59.0,14622,Trinity,,2528.38189030228,25283.8189030228,1663817222.16028,344702.900725307
109,27371,1936.0,22.0,7778,Troy,,2489.07174080741,24890.7174080741,4076136455.00793,473833.643450898
110,27376,2179.0,26.0,9884,West End,,2204.57304734925,22045.7304734925,1781050002.06519,320932.333330313
111,27377,2604.0,14.0,9597,Whitsett,,2713.34792122538,27133.4792122538,736936774.92627,183024.518653502
112,27379,1293.0,25.0,6057,Yanceyville,,2134.7201584943,21347.201584943,2663338769.75159,422550.665080929
113,27401,4498.0,44.0,20221,Greensboro,,2224.42015726225,22244.2015726225,171748092.127686,100334.769337553
114,27403,3453.0,26.0,21278,Greensboro,,1622.80289500893,16228.0289500893,159396286.028687,87465.254538865
115,27405,11698.0,87.0,52510,Greensboro,,2227.7661397829,22277.661397829,886695637.391357,284328.52642169
116,27406,13373.0,152.0,60755,Greensboro,,2201.13570899514,22011.3570899514,1894160074.00403,327705.317343954
117,27407,10346.0,97.0,49837,Greensboro,,2075.96765455385,20759.6765455385,840498790.451172,227731.576408349
118,27408,3013.0,9.0,17406,Greensboro,,1731.01229461105,17310.1229461105,221403500.549561,80148.1616765213
119,27409,3716.0,24.0,17953,Greensboro,,2069.849050298,20698.49050298,603872824.646484,239783.02449594
120,27410,9639.0,73.0,56968,Greensboro,,1692.00252773487,16920.0252773487,859363574.914917,272309.563854046
121,27455,5737.0,82.0,29197,Greensboro,,1964.92790355173,19649.2790355173,816075696.678345,198282.860420202
122,27501,5721.0,33.0,21338,Angier,,2681.13225231981,26811.3225231981,1683348454.90833,329143.189780915
123,27502,8927.0,17.0,43747,Apex,,2040.59706951334,20405.9706951334,840126405.51062,242725.298081049
124,27503,645.0,1.0,7222,Bahama,,893.104403212407,8931.04403212407,1054708975.44934,246183.053747647
125,27504,5215.0,40.0,16320,Benson,,3195.46568627451,31954.6568627451,2584462015.08862,486262.181304732
126,27505,1624.0,18.0,7308,Broadway,,2222.22222222222,22222.2222222222,1509842573.20557,320128.84050568
127,27507,321.0,3.0,2053,Bullock,,1563.56551388212,15635.6551388212,1354883649.98218,266873.357504052
128,27508,643.0,1.0,2340,Bunn,,2747.86324786325,27478.6324786325,312599782.273071,114289.902416244
129,27509,2889.0,43.0,6935,Butner,,4165.82552271089,41658.2552271089,507253453.414795,156294.942704551
130,27510,2256.0,8.0,14543,Carrboro,,1551.2617754246,15512.617754246,88705554.5671387,57867.6032694508
131,27511,6244.0,32.0,34041,Cary,,1834.25868805264,18342.5868805264,333520579.048462,98702.6527265332
132,27513,7962.0,31.0,49003,Cary,,1624.79848172561,16247.9848172561,474399121.186279,162336.294574525
133,27514,5371.0,24.0,32847,Chapel Hill,,1635.15693975097,16351.5693975097,579057212.663452,190879.985276748
134,27516,6290.0,20.0,44117,Chapel Hill,,1425.75424439558,14257.5424439558,2564236091.9281,438904.079251582
135,27517,3737.0,19.0,28831,Chapel Hill,,1296.17425687628,12961.7425687628,1520140847.99951,299162.993678502
136,27518,3884.0,21.0,22765,Cary,,1706.12782780584,17061.2782780584,262665807.612671,130741.025823352
137,27519,9937.0,13.0,59960,Cary,,1657.2715143429,16572.715143429,609072010.422363,166930.324843009
138,27520,12966.0,91.0,43958,Clayton,,2949.63374129851,29496.3374129851,1962402119.35425,374945.851452288
139,27521,1751.0,15.0,7149,Coats,,2449.29360749755,24492.9360749755,721041350.168091,174373.299688565
140,27522,3228.0,11.0,13652,Creedmoor,,2364.48871960152,23644.8871960152,2172960809.67273,361578.814896965
141,27523,3195.0,2.0,12782,Apex,,2499.60882491003,24996.0882491003,1210964088.06177,294058.887697932
142,27524,3797.0,35.0,13532,Four Oaks,,2805.94147206621,28059.4147206621,3831785222.9375,530912.577014992
143,27525,5046.0,7.0,15534,Franklinton,,3248.35843955195,32483.5843955195,2660281050.9928,421324.476104612
144,27526,14496.0,71.0,54027,Fuquay Varina,,2683.10289299795,26831.0289299795,2787678657.25134,460586.982042285
145,27527,8614.0,25.0,30234,Clayton,,2849.11027320236,28491.1027320235,1261348608.45837,213730.175971786
146,27529,14833.0,95.0,53854,Garner,,2754.29865933821,27542.9865933821,1666161335.17407,336033.618547781
147,27530,8346.0,117.0,40212,Goldsboro,,2075.49985079081,20754.9985079081,2920081393.96802,465673.796837526
