OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length
1,27006,154.0,3.0,14872,Advance,,103.550295857988,1744189234.37061,355282.663136038
2,27007,34.0,0.0,2136,Ararat,,159.176029962547,592499585.594238,195922.003442792
3,27009,18.0,0.0,2937,Belews Creek,,61.2870275791624,618093097.011353,191244.647442635
4,27011,93.0,1.0,5411,Boonville,,171.872112363704,1489580093.86462,316910.589814884
5,27012,475.0,12.0,28954,Clemmons,,164.053325965324,1176567385.86804,255774.303165276
6,27013,118.0,4.0,6495,Cleveland,,181.678214010778,2066336247.98627,379169.285246239
7,27014,10.0,0.0,957,Cooleemee,,104.493207941484,21479098.032959,22299.1178929161
8,27016,23.0,0.0,1682,Danbury,,136.741973840666,1068209590.0686,211061.413302457
9,27017,244.0,1.0,9499,Dobson,,256.869144120434,2962951682.04883,566348.974052304
10,27018,139.0,2.0,8221,East Bend,,169.079187446783,2331567909.96985,255811.974556888
11,27019,45.0,1.0,4234,Germanton,,106.282475200756,977414017.819214,270248.259734795
12,27020,154.0,2.0,6104,Hamptonville,,252.293577981651,2114111622.36755,316969.486887135
13,27021,209.0,1.0,17979,King,,116.246732298793,1469376476.14172,210392.900707099
14,27022,16.0,0.0,1512,Lawsonville,,105.820105820106,918745327.278442,200803.000966771
15,27023,181.0,1.0,12775,Lewisville,,141.682974559687,807172159.002075,183078.980128527
16,27024,28.0,1.0,2683,Lowgap,,104.360790160268,1265827411.39758,278411.484773322
17,27025,315.0,2.0,11117,Madison,,283.349824592966,2714649364.33142,468723.596670606
18,27027,71.0,0.0,4017,Mayodan,,176.748817525517,548179131.574585,172371.363079245
19,27028,496.0,3.0,28039,Mocksville,,176.896465637148,5475621774.30664,567238.136149725
20,27030,759.0,13.0,37641,Mount Airy,,201.64182673149,4824085732.75671,624989.724929863
21,27040,146.0,1.0,13150,Pfafftown,,111.026615969582,763349953.536133,205025.773716105
22,27041,94.0,0.0,8020,Pilot Mountain,,117.206982543641,1629462738.40637,324677.141569035
23,27042,18.0,1.0,720,Pine Hall,,250.0,290758639.069458,113971.243586081
24,27043,96.0,1.0,6442,Pinnacle,,149.022042843837,1935795027.06067,395674.180712496
25,27045,193.0,3.0,9583,Rural Hall,,201.398309506418,666085549.25769,154538.589918543
26,27046,25.0,1.0,1953,Sandy Ridge,,128.008192524322,1237681699.0647,217125.573744555
27,27047,13.0,0.0,1279,Siloam,,101.641907740422,576295820.815674,144984.839113672
28,27048,158.0,1.0,8902,Stoneville,,177.488204897776,2355000804.03674,325454.766660313
29,27050,41.0,0.0,4084,Tobaccoville,,100.391772771792,703876500.567505,219088.1792708
30,27051,121.0,1.0,8287,Walkertown,,146.011825751177,524680317.775635,151066.808563308
31,27052,132.0,0.0,10061,Walnut Cove,,131.199681940165,2710320219.82117,403203.611044297
32,27053,22.0,0.0,3156,Westfield,,69.7084917617237,2152815477.55933,413464.446930882
33,27054,54.0,0.0,2608,Woodleaf,,207.055214723926,778193820.583862,201172.963339102
34,27055,367.0,2.0,14521,Yadkinville,,252.737414778597,3115987965.39453,403366.49229781
35,27101,355.0,12.0,24321,Winston Salem,,145.964392911476,356085731.400146,162957.922513793
36,27103,686.0,17.0,36071,Winston Salem,,190.180477391811,527249856.672729,146399.561156354
37,27104,511.0,11.0,29383,Winston Salem,,173.910084062213,337669863.683838,130394.134288752
38,27105,1116.0,9.0,40186,Winston Salem,,277.708654755387,950547784.577881,208375.813794777
39,27106,936.0,10.0,51378,Winston Salem,,182.179142823777,787324720.967285,203893.681115083
40,27107,1304.0,15.0,52432,Winston Salem,,248.703082087275,1859279716.41162,319111.813640457
41,27127,880.0,6.0,38510,Winston Salem,,228.51207478577,820319160.873047,213438.375685158
42,27157,10.0,0.0,5,Winston Salem,,,827769.094482422,4216.57245655308
43,27203,833.0,19.0,21876,Asheboro,,380.782592795758,589408161.410522,188062.356665824
44,27205,775.0,12.0,34549,Asheboro,,224.319083041477,6255653514.79199,588011.232518038
45,27207,101.0,1.0,3806,Bear Creek,,265.370467682606,2300194678.82397,473699.237818467
46,27208,46.0,0.0,1691,Bennett,,272.028385570668,1029479783.1405,215638.108979383
47,27209,327.0,21.0,4151,Biscoe,,787.76198506384,1198089302.20734,259108.004034657
48,27212,176.0,0.0,1600,Blanch,,1100.0,1328181375.12305,277007.39975067
49,27214,182.0,1.0,11747,Browns Summit,,154.933174427513,1414533235.94788,324969.092830869
50,27215,949.0,8.0,44892,Burlington,,211.396239864564,1827823774.30115,298200.358945539
51,27217,1663.0,40.0,39111,Burlington,,425.200071591113,3473433663.33496,513818.51476852
52,27229,223.0,7.0,4014,Candor,,555.555555555556,2747739848.89313,367384.611313313
53,27231,24.0,0.0,2048,Cedar Grove,,117.1875,987771348.581177,209108.769362036
54,27233,28.0,0.0,3647,Climax,,76.7754318618042,703252829.253662,187154.002103638
55,27235,73.0,0.0,4575,Colfax,,159.562841530055,380654027.583252,148521.339190303
56,27239,136.0,4.0,9629,Denton,,141.240004154118,4319759872.9696,429373.198159064
57,27242,57.0,0.0,2668,Eagle Springs,,213.643178410795,1480408484.01825,321391.030328654
58,27243,72.0,1.0,4665,Efland,,154.340836012862,1142332751.10315,311755.144165646
59,27244,298.0,2.0,16259,Elon,,183.283104741989,1541989025.453,399696.340130384
60,27248,74.0,3.0,4835,Franklinville,,153.050672182006,942909114.352783,215710.992817749
61,27249,201.0,2.0,13355,Gibsonville,,150.505428678398,1679803774.77087,397477.611919868
62,27252,14.0,1.0,2264,Goldston,,61.8374558303887,1142470673.17163,220926.147155476
63,27253,985.0,5.0,31464,Graham,,313.056191202644,2351372927.78931,521476.969804177
64,27258,172.0,3.0,7740,Haw River,,222.222222222222,473631125.268677,312686.877842211
65,27260,656.0,14.0,25696,High Point,,255.292652552927,348441568.963501,133229.878739789
66,27262,566.0,6.0,24764,High Point,,228.557583589081,368730084.700928,171087.864383377
67,27263,527.0,7.0,22320,High Point,,236.111111111111,1121512604.52234,249658.228757679
68,27265,877.0,23.0,50038,High Point,,175.266797234102,1172957282.41284,307481.490778656
69,27268,152.0,0.0,1695,High Point,,896.755162241888,2495618.64758301,8251.66869064816
70,27278,386.0,1.0,27181,Hillsborough,,142.010963540709,2885765742.02771,502574.675043234
71,27281,68.0,0.0,3710,Jackson Springs,,183.288409703504,2095606802.2608,479969.724586594
72,27282,270.0,5.0,16597,Jamestown,,162.680002410074,404066994.873657,168803.970950205
73,27283,46.0,1.0,2982,Julian,,154.258886653253,711286368.914917,161239.518798817
74,27284,939.0,9.0,56201,Kernersville,,167.078877600043,2233069317.10205,420748.080109325
75,27288,436.0,5.0,23585,Eden,,184.863260546958,1951079100.05676,304615.616752016
76,27291,24.0,0.0,1538,Leasburg,,156.046814044213,1492904663.44434,314720.365319101
77,27292,813.0,7.0,41465,Lexington,,196.068973833353,4270233445.18579,407599.915340798
78,27295,681.0,16.0,39191,Lexington,,173.764384680156,3631502180.53174,466742.919509858
79,27298,170.0,0.0,10440,Liberty,,162.835249042146,2639148530.03284,431527.987760386
80,27299,117.0,0.0,5254,Linwood,,222.687476208603,822543412.257813,203597.604040365
81,27301,133.0,2.0,10019,Mc Leansville,,132.747779219483,900133716.655151,287107.537324028
82,27302,537.0,0.0,32302,Mebane,,166.243576249149,3198656461.27478,644303.59427532
83,27305,42.0,1.0,1585,Milton,,264.984227129338,687167820.539429,263836.485514183
84,27306,173.0,5.0,5945,Mount Gilead,,291.000841042893,5305900334.83325,426306.558627535
85,27310,88.0,1.0,8562,Oak Ridge,,102.779724363466,526240082.103149,140986.043049622
86,27311,39.0,0.0,3220,Pelham,,121.11801242236,1338371966.32642,293760.993606137
87,27312,273.0,23.0,22205,Pittsboro,,122.94528259401,5005768374.64233,617961.777569282
88,27313,133.0,17.0,7288,Pleasant Garden,,182.491767288694,760352714.59021,181619.740165306
89,27314,8.0,0.0,1138,Prospect Hill,,70.298769771529,773578280.842896,162162.976448062
90,27315,21.0,0.0,2140,Providence,,98.1308411214953,697810511.310425,179457.95829655
91,27316,211.0,11.0,7156,Ramseur,,294.857462269424,1975410509.03577,278228.393914438
92,27317,339.0,6.0,17851,Randleman,,189.905327432637,1700826686.43616,339539.515262609
93,27320,521.0,8.0,38894,Reidsville,,133.953823211806,6966725984.64832,658218.836963247
94,27325,262.0,2.0,7676,Robbins,,341.323606044815,2401051783.47894,409075.895347679
95,27326,48.0,2.0,3692,Ruffin,,130.010834236186,1884156536.74561,359587.547530237
96,27330,1183.0,12.0,39529,Sanford,,299.273950770321,6011213414.18433,528161.840140257
97,27332,800.0,5.0,33549,Sanford,,238.457182032251,2996782209.29614,417113.164836099
98,27340,,,34,Saxapahaw,Population <500 and Cases <5,,694758.987792969,3852.87240074502
99,27341,86.0,0.0,5820,Seagrove,,147.766323024055,2678433259.4787,311632.157547413
100,27343,16.0,0.0,1840,Semora,,86.9565217391304,1390260353.39624,348769.311430722
101,27344,978.0,22.0,19290,Siler City,,506.998444790047,4591228058.44531,607903.308882544
102,27349,70.0,1.0,5850,Snow Camp,,119.65811965812,1831279532.651,381750.490582419
103,27350,100.0,0.0,7508,Sophia,,133.19126265317,1066449848.573,204602.636460839
104,27355,68.0,0.0,3196,Staley,,212.765957446809,1016358702.6969,245160.332752788
105,27356,82.0,1.0,3513,Star,,233.418730429832,1815293543.21783,348288.37985576
106,27357,122.0,1.0,8325,Stokesdale,,146.546546546547,1273124268.28796,223115.118835702
107,27358,225.0,1.0,15960,Summerfield,,140.977443609023,1557557662.14905,323017.176053331
108,27360,1144.0,13.0,48331,Thomasville,,236.701082121206,2458732404.91687,372395.85217249
