OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length
1,27006,176.0,3.0,14872,Advance,,118.343195266272,1744189234.37061,355282.663136038
2,27007,38.0,0.0,2136,Ararat,,177.902621722846,592499585.594238,195922.003442792
3,27009,24.0,0.0,2937,Belews Creek,,81.7160367722166,618093097.011353,191244.647442635
4,27011,107.0,1.0,5411,Boonville,,197.745333579745,1489580093.86462,316910.589814884
5,27012,531.0,14.0,28954,Clemmons,,183.394349658078,1176567385.86804,255774.303165276
6,27013,129.0,4.0,6495,Cleveland,,198.614318706697,2066336247.98627,379169.285246239
7,27014,10.0,0.0,957,Cooleemee,,104.493207941484,21479098.032959,22299.1178929161
8,27016,23.0,0.0,1682,Danbury,,136.741973840666,1068209590.0686,211061.413302457
9,27017,263.0,1.0,9499,Dobson,,276.871249605222,2962951682.04883,566348.974052304
10,27018,146.0,2.0,8221,East Bend,,177.593966670721,2331567909.96985,255811.974556888
11,27019,52.0,1.0,4234,Germanton,,122.815304676429,977414017.819214,270248.259734795
12,27020,167.0,2.0,6104,Hamptonville,,273.591087811271,2114111622.36755,316969.486887135
13,27021,229.0,1.0,17979,King,,127.370821513989,1469376476.14172,210392.900707099
14,27022,20.0,0.0,1512,Lawsonville,,132.275132275132,918745327.278442,200803.000966771
15,27023,199.0,2.0,12775,Lewisville,,155.772994129159,807172159.002075,183078.980128527
16,27024,31.0,1.0,2683,Lowgap,,115.542303391726,1265827411.39758,278411.484773322
17,27025,334.0,2.0,11117,Madison,,300.440766393811,2714649364.33142,468723.596670606
18,27027,74.0,0.0,4017,Mayodan,,184.217077420961,548179131.574585,172371.363079245
19,27028,541.0,4.0,28039,Mocksville,,192.945540140519,5475621774.30664,567238.136149725
20,27030,841.0,15.0,37641,Mount Airy,,223.426582715656,4824085732.75671,624989.724929863
21,27040,150.0,1.0,13150,Pfafftown,,114.068441064639,763349953.536133,205025.773716105
22,27041,102.0,0.0,8020,Pilot Mountain,,127.182044887781,1629462738.40637,324677.141569035
23,27042,18.0,1.0,720,Pine Hall,,250.0,290758639.069458,113971.243586081
24,27043,101.0,1.0,6442,Pinnacle,,156.783607575287,1935795027.06067,395674.180712496
25,27045,209.0,3.0,9583,Rural Hall,,218.094542418867,666085549.25769,154538.589918543
26,27046,27.0,1.0,1953,Sandy Ridge,,138.248847926267,1237681699.0647,217125.573744555
27,27047,14.0,0.0,1279,Siloam,,109.460516028147,576295820.815674,144984.839113672
28,27048,177.0,1.0,8902,Stoneville,,198.831723208268,2355000804.03674,325454.766660313
29,27050,50.0,0.0,4084,Tobaccoville,,122.428991185113,703876500.567505,219088.1792708
30,27051,134.0,2.0,8287,Walkertown,,161.69904669965,524680317.775635,151066.808563308
31,27052,170.0,2.0,10061,Walnut Cove,,168.969287347182,2710320219.82117,403203.611044297
32,27053,22.0,1.0,3156,Westfield,,69.7084917617237,2152815477.55933,413464.446930882
33,27054,57.0,0.0,2608,Woodleaf,,218.558282208589,778193820.583862,201172.963339102
34,27055,413.0,2.0,14521,Yadkinville,,284.415673851663,3115987965.39453,403366.49229781
35,27101,376.0,13.0,24321,Winston Salem,,154.598906294971,356085731.400146,162957.922513793
36,27103,742.0,17.0,36071,Winston Salem,,205.705414321754,527249856.672729,146399.561156354
37,27104,553.0,11.0,29383,Winston Salem,,188.204063574176,337669863.683838,130394.134288752
38,27105,1154.0,9.0,40186,Winston Salem,,287.164684218385,950547784.577881,208375.813794777
39,27106,987.0,10.0,51378,Winston Salem,,192.105570477636,787324720.967285,203893.681115083
40,27107,1364.0,16.0,52432,Winston Salem,,260.146475434849,1859279716.41162,319111.813640457
41,27127,929.0,6.0,38510,Winston Salem,,241.236042586341,820319160.873047,213438.375685158
42,27157,11.0,0.0,5,Winston Salem,,,827769.094482422,4216.57245655308
43,27203,885.0,19.0,21876,Asheboro,,404.552934722984,589408161.410522,188062.356665824
44,27205,832.0,12.0,34549,Asheboro,,240.817389794205,6255653514.79199,588011.232518038
45,27207,110.0,1.0,3806,Bear Creek,,289.017341040462,2300194678.82397,473699.237818467
46,27208,46.0,0.0,1691,Bennett,,272.028385570668,1029479783.1405,215638.108979383
47,27209,330.0,22.0,4151,Biscoe,,794.989159238738,1198089302.20734,259108.004034657
48,27212,187.0,0.0,1600,Blanch,,1168.75,1328181375.12305,277007.39975067
49,27214,198.0,1.0,11747,Browns Summit,,168.553673278284,1414533235.94788,324969.092830869
50,27215,1034.0,10.0,44892,Burlington,,230.330571148534,1827823774.30115,298200.358945539
51,27217,1767.0,46.0,39111,Burlington,,451.791056224592,3473433663.33496,513818.51476852
52,27229,231.0,7.0,4014,Candor,,575.485799701046,2747739848.89313,367384.611313313
53,27231,26.0,0.0,2048,Cedar Grove,,126.953125,987771348.581177,209108.769362036
54,27233,32.0,0.0,3647,Climax,,87.7433506992048,703252829.253662,187154.002103638
55,27235,79.0,0.0,4575,Colfax,,172.677595628415,380654027.583252,148521.339190303
56,27239,157.0,4.0,9629,Denton,,163.049122442621,4319759872.9696,429373.198159064
57,27242,58.0,0.0,2668,Eagle Springs,,217.391304347826,1480408484.01825,321391.030328654
58,27243,80.0,1.0,4665,Efland,,171.489817792069,1142332751.10315,311755.144165646
59,27244,350.0,4.0,16259,Elon,,215.265391475491,1541989025.453,399696.340130384
60,27248,80.0,3.0,4835,Franklinville,,165.460186142709,942909114.352783,215710.992817749
61,27249,210.0,2.0,13355,Gibsonville,,157.244477723699,1679803774.77087,397477.611919868
62,27252,15.0,1.0,2264,Goldston,,66.2544169611307,1142470673.17163,220926.147155476
63,27253,1052.0,8.0,31464,Graham,,334.350368675311,2351372927.78931,521476.969804177
64,27258,177.0,3.0,7740,Haw River,,228.682170542636,473631125.268677,312686.877842211
65,27260,680.0,15.0,25696,High Point,,264.632627646326,348441568.963501,133229.878739789
66,27262,590.0,6.0,24764,High Point,,238.249071232434,368730084.700928,171087.864383377
67,27263,577.0,9.0,22320,High Point,,258.512544802867,1121512604.52234,249658.228757679
68,27265,929.0,23.0,50038,High Point,,185.65889923658,1172957282.41284,307481.490778656
69,27268,190.0,0.0,1695,High Point,,1120.94395280236,2495618.64758301,8251.66869064816
70,27278,414.0,1.0,27181,Hillsborough,,152.312276958169,2885765742.02771,502574.675043234
71,27281,71.0,0.0,3710,Jackson Springs,,191.374663072776,2095606802.2608,479969.724586594
72,27282,288.0,5.0,16597,Jamestown,,173.525335904079,404066994.873657,168803.970950205
73,27283,48.0,1.0,2982,Julian,,160.965794768612,711286368.914917,161239.518798817
74,27284,1035.0,12.0,56201,Kernersville,,184.16042419174,2233069317.10205,420748.080109325
75,27288,498.0,5.0,23585,Eden,,211.151155395378,1951079100.05676,304615.616752016
76,27291,38.0,0.0,1538,Leasburg,,247.074122236671,1492904663.44434,314720.365319101
77,27292,854.0,7.0,41465,Lexington,,205.956831062342,4270233445.18579,407599.915340798
78,27295,744.0,16.0,39191,Lexington,,189.839503967748,3631502180.53174,466742.919509858
79,27298,178.0,0.0,10440,Liberty,,170.498084291188,2639148530.03284,431527.987760386
80,27299,121.0,0.0,5254,Linwood,,230.30072325847,822543412.257813,203597.604040365
81,27301,151.0,2.0,10019,Mc Leansville,,150.713644076255,900133716.655151,287107.537324028
82,27302,574.0,0.0,32302,Mebane,,177.697975357563,3198656461.27478,644303.59427532
83,27305,45.0,1.0,1585,Milton,,283.91167192429,687167820.539429,263836.485514183
84,27306,189.0,6.0,5945,Mount Gilead,,317.914213624895,5305900334.83325,426306.558627535
85,27310,100.0,1.0,8562,Oak Ridge,,116.795141322121,526240082.103149,140986.043049622
86,27311,46.0,0.0,3220,Pelham,,142.857142857143,1338371966.32642,293760.993606137
87,27312,279.0,23.0,22205,Pittsboro,,125.647376716956,5005768374.64233,617961.777569282
88,27313,141.0,17.0,7288,Pleasant Garden,,193.468715697036,760352714.59021,181619.740165306
89,27314,14.0,0.0,1138,Prospect Hill,,123.022847100176,773578280.842896,162162.976448062
90,27315,23.0,0.0,2140,Providence,,107.476635514019,697810511.310425,179457.95829655
91,27316,250.0,12.0,7156,Ramseur,,349.357182783678,1975410509.03577,278228.393914438
92,27317,365.0,6.0,17851,Randleman,,204.470337796202,1700826686.43616,339539.515262609
93,27320,570.0,9.0,38894,Reidsville,,146.552167429424,6966725984.64832,658218.836963247
94,27325,268.0,2.0,7676,Robbins,,349.140177175612,2401051783.47894,409075.895347679
95,27326,58.0,2.0,3692,Ruffin,,157.096424702059,1884156536.74561,359587.547530237
96,27330,1261.0,14.0,39529,Sanford,,319.006299172759,6011213414.18433,528161.840140257
97,27332,884.0,5.0,33549,Sanford,,263.495186145638,2996782209.29614,417113.164836099
98,27340,,,34,Saxapahaw,Population <500 and Cases <5,,694758.987792969,3852.87240074502
99,27341,90.0,0.0,5820,Seagrove,,154.639175257732,2678433259.4787,311632.157547413
100,27343,18.0,0.0,1840,Semora,,97.8260869565217,1390260353.39624,348769.311430722
101,27344,1002.0,22.0,19290,Siler City,,519.440124416796,4591228058.44531,607903.308882544
102,27349,72.0,1.0,5850,Snow Camp,,123.076923076923,1831279532.651,381750.490582419
103,27350,116.0,0.0,7508,Sophia,,154.501864677677,1066449848.573,204602.636460839
104,27355,69.0,0.0,3196,Staley,,215.894868585732,1016358702.6969,245160.332752788
105,27356,90.0,1.0,3513,Star,,256.191289496157,1815293543.21783,348288.37985576
106,27357,133.0,1.0,8325,Stokesdale,,159.75975975976,1273124268.28796,223115.118835702
107,27358,245.0,1.0,15960,Summerfield,,153.508771929825,1557557662.14905,323017.176053331
108,27360,1229.0,15.0,48331,Thomasville,,254.288138048044,2458732404.91687,372395.85217249
109,27370,260.0,1.0,14622,Trinity,,177.814252496239,1663817222.16028,344702.900725307
110,27371,260.0,3.0,7778,Troy,,334.276163538185,4076136455.00793,473833.643450898
111,27376,187.0,6.0,9884,West End,,189.194658033185,1781050002.06519,320932.333330313
112,27377,180.0,0.0,9597,Whitsett,,187.558612066271,736936774.92627,183024.518653502
113,27379,118.0,3.0,6057,Yanceyville,,194.815915469704,2663338769.75159,422550.665080929
114,27401,431.0,10.0,20221,Greensboro,,213.144750506899,171748092.127686,100334.769337553
115,27403,308.0,8.0,21278,Greensboro,,144.750446470533,159396286.028687,87465.2545388649
116,27405,1182.0,18.0,52510,Greensboro,,225.099980956008,886695637.391357,284328.526421691
117,27406,1185.0,45.0,60755,Greensboro,,195.045675253066,1894160074.00403,327705.317343953
118,27407,1076.0,14.0,49837,Greensboro,,215.90384653972,840498790.451172,227731.576408348
119,27408,244.0,1.0,17406,Greensboro,,140.181546593129,221403500.549561,80148.1616765212
120,27409,301.0,3.0,17953,Greensboro,,167.66000111402,603872824.646484,239783.02449594
121,27410,701.0,7.0,56968,Greensboro,,123.051537705378,859363574.914917,272309.563854046
122,27411,8.0,0.0,847,Greensboro,,94.4510035419126,713742.998291016,5860.23208289576
123,27412,9.0,0.0,1886,Greensboro,,47.7200424178155,4771290.83532715,13054.7888333439
124,27455,438.0,11.0,29197,Greensboro,,150.015412542385,816075696.678345,198282.860420201
125,27498,,,13,Greensboro,Population <500 and Cases <5,,3369264.12316895,7774.18760349114
126,27501,473.0,2.0,21338,Angier,,221.670259630706,1683348454.90833,329143.189780915
127,27502,510.0,4.0,43747,Apex,,116.579422588978,840126405.51062,242725.298081049
128,27503,35.0,0.0,7222,Bahama,,48.463029631681,1054708975.44934,246183.053747647
