OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length
1,27006,152.0,3.0,14872,Advance,,102.205486820871,1744189234.37061,355282.663136038
2,27007,34.0,0.0,2136,Ararat,,159.176029962547,592499585.594238,195922.003442792
3,27009,18.0,0.0,2937,Belews Creek,,61.2870275791624,618093097.011353,191244.647442635
4,27011,93.0,1.0,5411,Boonville,,171.872112363704,1489580093.86462,316910.589814884
5,27012,468.0,12.0,28954,Clemmons,,161.63569800373,1176567385.86804,255774.303165276
6,27013,117.0,4.0,6495,Cleveland,,180.13856812933,2066336247.98627,379169.285246239
7,27014,10.0,0.0,957,Cooleemee,,104.493207941484,21479098.032959,22299.1178929161
8,27016,23.0,0.0,1682,Danbury,,136.741973840666,1068209590.0686,211061.413302457
9,27017,240.0,1.0,9499,Dobson,,252.658174544689,2962951682.04883,566348.974052304
10,27018,137.0,2.0,8221,East Bend,,166.6463933828,2331567909.96985,255811.974556888
11,27019,44.0,1.0,4234,Germanton,,103.920642418517,977414017.819214,270248.259734795
12,27020,150.0,2.0,6104,Hamptonville,,245.740498034076,2114111622.36755,316969.486887135
13,27021,202.0,1.0,17979,King,,112.353301073475,1469376476.14172,210392.900707099
14,27022,15.0,0.0,1512,Lawsonville,,99.2063492063492,918745327.278442,200803.000966771
15,27023,176.0,1.0,12775,Lewisville,,137.769080234834,807172159.002075,183078.980128527
16,27024,28.0,1.0,2683,Lowgap,,104.360790160268,1265827411.39758,278411.484773322
17,27025,312.0,2.0,11117,Madison,,280.651254834938,2714649364.33142,468723.596670606
18,27027,71.0,0.0,4017,Mayodan,,176.748817525517,548179131.574585,172371.363079245
19,27028,485.0,3.0,28039,Mocksville,,172.973358536324,5475621774.30664,567238.136149725
20,27030,753.0,13.0,37641,Mount Airy,,200.047820196063,4824085732.75671,624989.724929863
21,27040,143.0,1.0,13150,Pfafftown,,108.745247148289,763349953.536133,205025.773716105
22,27041,92.0,0.0,8020,Pilot Mountain,,114.713216957606,1629462738.40637,324677.141569035
23,27042,18.0,1.0,720,Pine Hall,,250.0,290758639.069458,113971.243586081
24,27043,96.0,1.0,6442,Pinnacle,,149.022042843837,1935795027.06067,395674.180712496
25,27045,190.0,3.0,9583,Rural Hall,,198.267765835333,666085549.25769,154538.589918543
26,27046,25.0,1.0,1953,Sandy Ridge,,128.008192524322,1237681699.0647,217125.573744555
27,27047,13.0,0.0,1279,Siloam,,101.641907740422,576295820.815674,144984.839113672
28,27048,152.0,1.0,8902,Stoneville,,170.748146483936,2355000804.03674,325454.766660313
29,27050,40.0,0.0,4084,Tobaccoville,,97.9431929480901,703876500.567505,219088.1792708
30,27051,115.0,1.0,8287,Walkertown,,138.771569928804,524680317.775635,151066.808563308
31,27052,128.0,0.0,10061,Walnut Cove,,127.223934002584,2710320219.82117,403203.611044297
32,27053,22.0,0.0,3156,Westfield,,69.7084917617237,2152815477.55933,413464.446930882
33,27054,54.0,0.0,2608,Woodleaf,,207.055214723926,778193820.583862,201172.963339102
34,27055,362.0,2.0,14521,Yadkinville,,249.294125748915,3115987965.39453,403366.49229781
35,27101,353.0,12.0,24321,Winston Salem,,145.142058303524,356085731.400146,162957.922513793
36,27103,676.0,17.0,36071,Winston Salem,,187.408167225749,527249856.672729,146399.561156354
37,27104,506.0,11.0,29383,Winston Salem,,172.208419834598,337669863.683838,130394.134288752
38,27105,1111.0,9.0,40186,Winston Salem,,276.464440352362,950547784.577881,208375.813794777
39,27106,930.0,10.0,51378,Winston Salem,,181.011327805676,787324720.967285,203893.681115083
40,27107,1292.0,15.0,52432,Winston Salem,,246.41440341776,1859279716.41162,319111.813640457
41,27127,875.0,6.0,38510,Winston Salem,,227.213710724487,820319160.873047,213438.375685158
42,27157,10.0,0.0,5,Winston Salem,,,827769.094482422,4216.57245655308
43,27203,824.0,19.0,21876,Asheboro,,376.668495154507,589408161.410522,188062.356665824
44,27205,760.0,12.0,34549,Asheboro,,219.977423369707,6255653514.79199,588011.232518038
45,27207,100.0,1.0,3806,Bear Creek,,262.743037309511,2300194678.82397,473699.237818467
46,27208,46.0,0.0,1691,Bennett,,272.028385570668,1029479783.1405,215638.108979383
47,27209,327.0,21.0,4151,Biscoe,,787.76198506384,1198089302.20734,259108.004034657
48,27212,175.0,0.0,1600,Blanch,,1093.75,1328181375.12305,277007.39975067
49,27214,179.0,1.0,11747,Browns Summit,,152.379330892994,1414533235.94788,324969.092830869
50,27215,939.0,8.0,44892,Burlington,,209.168671478214,1827823774.30115,298200.358945539
51,27217,1648.0,40.0,39111,Burlington,,421.364833422822,3473433663.33496,513818.51476852
52,27229,222.0,7.0,4014,Candor,,553.064275037369,2747739848.89313,367384.611313313
53,27231,23.0,0.0,2048,Cedar Grove,,112.3046875,987771348.581177,209108.769362036
54,27233,27.0,0.0,3647,Climax,,74.0334521524541,703252829.253662,187154.002103638
55,27235,73.0,0.0,4575,Colfax,,159.562841530055,380654027.583252,148521.339190303
56,27239,134.0,3.0,9629,Denton,,139.162945269498,4319759872.9696,429373.198159064
57,27242,58.0,0.0,2668,Eagle Springs,,217.391304347826,1480408484.01825,321391.030328654
58,27243,70.0,1.0,4665,Efland,,150.05359056806,1142332751.10315,311755.144165646
59,27244,267.0,2.0,16259,Elon,,164.216741497017,1541989025.453,399696.340130384
60,27248,73.0,3.0,4835,Franklinville,,150.982419855222,942909114.352783,215710.992817749
61,27249,197.0,2.0,13355,Gibsonville,,147.510295769375,1679803774.77087,397477.611919868
62,27252,14.0,1.0,2264,Goldston,,61.8374558303887,1142470673.17163,220926.147155476
63,27253,971.0,5.0,31464,Graham,,308.60666158149,2351372927.78931,521476.969804177
64,27258,167.0,3.0,7740,Haw River,,215.762273901809,473631125.268677,312686.877842211
65,27260,650.0,14.0,25696,High Point,,252.957658779577,348441568.963501,133229.878739789
66,27262,559.0,6.0,24764,High Point,,225.730899693103,368730084.700928,171087.864383377
67,27263,519.0,6.0,22320,High Point,,232.52688172043,1121512604.52234,249658.228757679
68,27265,854.0,23.0,50038,High Point,,170.67029057916,1172957282.41284,307481.490778656
69,27268,135.0,0.0,1695,High Point,,796.46017699115,2495618.64758301,8251.66869064816
70,27278,383.0,1.0,27181,Hillsborough,,140.907251388838,2885765742.02771,502574.675043234
71,27281,68.0,0.0,3710,Jackson Springs,,183.288409703504,2095606802.2608,479969.724586594
72,27282,265.0,5.0,16597,Jamestown,,159.667409772851,404066994.873657,168803.970950205
