OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length
1,27006,165.0,3.0,14872,Advance,,110.94674556213,1744189234.37061,355282.663136038
2,27007,34.0,0.0,2136,Ararat,,159.176029962547,592499585.594238,195922.003442792
3,27009,20.0,0.0,2937,Belews Creek,,68.0966973101805,618093097.011353,191244.647442635
4,27011,102.0,1.0,5411,Boonville,,188.504897431159,1489580093.86462,316910.589814884
5,27012,505.0,13.0,28954,Clemmons,,174.414588657871,1176567385.86804,255774.303165276
6,27013,119.0,4.0,6495,Cleveland,,183.217859892225,2066336247.98627,379169.285246239
7,27014,10.0,0.0,957,Cooleemee,,104.493207941484,21479098.032959,22299.1178929161
8,27016,23.0,0.0,1682,Danbury,,136.741973840666,1068209590.0686,211061.413302457
9,27017,248.0,1.0,9499,Dobson,,261.080113696179,2962951682.04883,566348.974052304
10,27018,141.0,2.0,8221,East Bend,,171.511981510765,2331567909.96985,255811.974556888
11,27019,49.0,1.0,4234,Germanton,,115.729806329712,977414017.819214,270248.259734795
12,27020,159.0,2.0,6104,Hamptonville,,260.484927916121,2114111622.36755,316969.486887135
13,27021,219.0,1.0,17979,King,,121.808776906391,1469376476.14172,210392.900707099
14,27022,20.0,0.0,1512,Lawsonville,,132.275132275132,918745327.278442,200803.000966771
15,27023,189.0,1.0,12775,Lewisville,,147.945205479452,807172159.002075,183078.980128527
16,27024,28.0,1.0,2683,Lowgap,,104.360790160268,1265827411.39758,278411.484773322
17,27025,323.0,2.0,11117,Madison,,290.546010614374,2714649364.33142,468723.596670606
18,27027,73.0,0.0,4017,Mayodan,,181.727657455813,548179131.574585,172371.363079245
19,27028,520.0,3.0,28039,Mocksville,,185.455972038946,5475621774.30664,567238.136149725
20,27030,804.0,13.0,37641,Mount Airy,,213.596875747191,4824085732.75671,624989.724929863
21,27040,148.0,1.0,13150,Pfafftown,,112.54752851711,763349953.536133,205025.773716105
22,27041,97.0,0.0,8020,Pilot Mountain,,120.947630922693,1629462738.40637,324677.141569035
23,27042,18.0,1.0,720,Pine Hall,,250.0,290758639.069458,113971.243586081
24,27043,97.0,1.0,6442,Pinnacle,,150.574355790127,1935795027.06067,395674.180712496
25,27045,202.0,3.0,9583,Rural Hall,,210.78994051967,666085549.25769,154538.589918543
26,27046,27.0,1.0,1953,Sandy Ridge,,138.248847926267,1237681699.0647,217125.573744555
27,27047,13.0,0.0,1279,Siloam,,101.641907740422,576295820.815674,144984.839113672
28,27048,166.0,1.0,8902,Stoneville,,186.474949449562,2355000804.03674,325454.766660313
29,27050,44.0,0.0,4084,Tobaccoville,,107.737512242899,703876500.567505,219088.1792708
30,27051,129.0,1.0,8287,Walkertown,,155.665500181006,524680317.775635,151066.808563308
31,27052,157.0,0.0,10061,Walnut Cove,,156.048106550045,2710320219.82117,403203.611044297
32,27053,22.0,0.0,3156,Westfield,,69.7084917617237,2152815477.55933,413464.446930882
33,27054,55.0,0.0,2608,Woodleaf,,210.889570552147,778193820.583862,201172.963339102
34,27055,387.0,2.0,14521,Yadkinville,,266.510570897321,3115987965.39453,403366.49229781
35,27101,362.0,13.0,24321,Winston Salem,,148.842564039308,356085731.400146,162957.922513793
36,27103,716.0,17.0,36071,Winston Salem,,198.497407889995,527249856.672729,146399.561156354
37,27104,531.0,11.0,29383,Winston Salem,,180.716740972671,337669863.683838,130394.134288752
38,27105,1129.0,9.0,40186,Winston Salem,,280.943612203255,950547784.577881,208375.813794777
39,27106,955.0,10.0,51378,Winston Salem,,185.87722371443,787324720.967285,203893.681115083
40,27107,1332.0,16.0,52432,Winston Salem,,254.043332316143,1859279716.41162,319111.813640457
