OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length
1,27006,182.0,3.0,14872,Advance,,122.377622377622,1744189234.37061,355282.663136038
2,27007,41.0,0.0,2136,Ararat,,191.947565543071,592499585.594238,195922.003442792
3,27009,33.0,0.0,2937,Belews Creek,,112.359550561798,618093097.011353,191244.647442635
4,27011,108.0,1.0,5411,Boonville,,199.593420809462,1489580093.86462,316910.589814884
5,27012,555.0,15.0,28954,Clemmons,,191.683359812116,1176567385.86804,255774.303165276
6,27013,129.0,4.0,6495,Cleveland,,198.614318706697,2066336247.98627,379169.285246239
7,27014,10.0,0.0,957,Cooleemee,,104.493207941484,21479098.032959,22299.1178929161
8,27016,23.0,0.0,1682,Danbury,,136.741973840666,1068209590.0686,211061.413302457
9,27017,303.0,1.0,9499,Dobson,,318.98094536267,2962951682.04883,566348.974052304
10,27018,160.0,2.0,8221,East Bend,,194.623525118599,2331567909.96985,255811.974556888
11,27019,56.0,1.0,4234,Germanton,,132.262635805385,977414017.819214,270248.259734795
12,27020,178.0,2.0,6104,Hamptonville,,291.612057667104,2114111622.36755,316969.486887135
13,27021,248.0,1.0,17979,King,,137.938706268424,1469376476.14172,210392.900707099
14,27022,21.0,0.0,1512,Lawsonville,,138.888888888889,918745327.278442,200803.000966771
15,27023,204.0,2.0,12775,Lewisville,,159.686888454012,807172159.002075,183078.980128527
16,27024,37.0,1.0,2683,Lowgap,,137.90532985464,1265827411.39758,278411.484773322
17,27025,347.0,2.0,11117,Madison,,312.1345686786,2714649364.33142,468723.596670606
18,27027,82.0,0.0,4017,Mayodan,,204.132437142146,548179131.574585,172371.363079245
19,27028,569.0,5.0,28039,Mocksville,,202.931630942616,5475621774.30664,567238.136149725
20,27030,900.0,15.0,37641,Mount Airy,,239.100980314019,4824085732.75671,624989.724929863
21,27040,154.0,1.0,13150,Pfafftown,,117.110266159696,763349953.536133,205025.773716105
22,27041,114.0,1.0,8020,Pilot Mountain,,142.14463840399,1629462738.40637,324677.141569035
23,27042,19.0,1.0,720,Pine Hall,,263.888888888889,290758639.069458,113971.243586081
24,27043,106.0,1.0,6442,Pinnacle,,164.545172306737,1935795027.06067,395674.180712496
25,27045,217.0,3.0,9583,Rural Hall,,226.442658875091,666085549.25769,154538.589918543
26,27046,33.0,1.0,1953,Sandy Ridge,,168.970814132104,1237681699.0647,217125.573744555
27,27047,20.0,0.0,1279,Siloam,,156.372165754496,576295820.815674,144984.839113672
28,27048,190.0,1.0,8902,Stoneville,,213.43518310492,2355000804.03674,325454.766660313
29,27050,58.0,1.0,4084,Tobaccoville,,142.017629774731,703876500.567505,219088.1792708
30,27051,142.0,2.0,8287,Walkertown,,171.35272112948,524680317.775635,151066.808563308
31,27052,173.0,4.0,10061,Walnut Cove,,171.951098300368,2710320219.82117,403203.611044297
32,27053,24.0,1.0,3156,Westfield,,76.0456273764259,2152815477.55933,413464.446930882
33,27054,58.0,0.0,2608,Woodleaf,,222.39263803681,778193820.583862,201172.963339102
34,27055,444.0,2.0,14521,Yadkinville,,305.764065835686,3115987965.39453,403366.49229781
35,27101,404.0,14.0,24321,Winston Salem,,166.111590806299,356085731.400146,162957.922513793
36,27103,778.0,17.0,36071,Winston Salem,,215.685730919575,527249856.672729,146399.561156354
37,27104,578.0,11.0,29383,Winston Salem,,196.712384712249,337669863.683838,130394.134288752
38,27105,1214.0,9.0,40186,Winston Salem,,302.095257054696,950547784.577881,208375.813794777
39,27106,1065.0,10.0,51378,Winston Salem,,207.287165712951,787324720.967285,203893.681115083
40,27107,1398.0,16.0,52432,Winston Salem,,266.631064998474,1859279716.41162,319111.813640457
41,27127,963.0,7.0,38510,Winston Salem,,250.064918203064,820319160.873047,213438.375685158
42,27157,12.0,0.0,5,Winston Salem,,,827769.094482422,4216.57245655308
43,27203,920.0,20.0,21876,Asheboro,,420.552203327848,589408161.410522,188062.356665824
44,27205,885.0,12.0,34549,Asheboro,,256.157920634461,6255653514.79199,588011.232518038
45,27207,116.0,1.0,3806,Bear Creek,,304.781923279033,2300194678.82397,473699.237818467
46,27208,47.0,0.0,1691,Bennett,,277.942046126552,1029479783.1405,215638.108979383
47,27209,333.0,22.0,4151,Biscoe,,802.216333413635,1198089302.20734,259108.004034657
48,27212,197.0,0.0,1600,Blanch,,1231.25,1328181375.12305,277007.39975067
49,27214,205.0,1.0,11747,Browns Summit,,174.512641525496,1414533235.94788,324969.092830869
50,27215,1085.0,13.0,44892,Burlington,,241.691169918917,1827823774.30115,298200.358945539
51,27217,1832.0,48.0,39111,Burlington,,468.410421620516,3473433663.33496,513818.51476852
52,27229,233.0,7.0,4014,Candor,,580.468360737419,2747739848.89313,367384.611313313
53,27231,27.0,0.0,2048,Cedar Grove,,131.8359375,987771348.581177,209108.769362036
54,27233,40.0,0.0,3647,Climax,,109.679188374006,703252829.253662,187154.002103638
55,27235,91.0,1.0,4575,Colfax,,198.907103825137,380654027.583252,148521.339190303
56,27239,164.0,4.0,9629,Denton,,170.318828538789,4319759872.9696,429373.198159064
57,27242,63.0,0.0,2668,Eagle Springs,,236.131934032984,1480408484.01825,321391.030328654
58,27243,82.0,1.0,4665,Efland,,175.77706323687,1142332751.10315,311755.144165646
