OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,properties.RatePer100K,Shape__Area,Shape__Length
1,27006,865.0,3.0,14872,Advance,,581.629908552985,5816.29908552985,1744189234.37061,355282.663136038
2,27007,166.0,0.0,2136,Ararat,,777.153558052434,7771.53558052434,592499585.594238,195922.003442792
3,27009,205.0,1.0,2937,Belews Creek,,697.99114742935,6979.9114742935,618093097.011353,191244.647442635
4,27011,432.0,5.0,5411,Boonville,,798.373683237849,7983.73683237849,1489580093.86462,316910.589814884
5,27012,2146.0,31.0,28954,Clemmons,,741.175657940181,7411.75657940181,1176567385.86804,255774.303165276
6,27013,425.0,5.0,6495,Cleveland,,654.349499615088,6543.49499615089,2066336247.98627,379169.285246239
7,27014,52.0,0.0,957,Cooleemee,,543.364681295716,5433.64681295716,21479098.032959,22299.1178929161
8,27016,108.0,2.0,1682,Danbury,,642.092746730083,6420.92746730083,1068209590.0686,211061.413302457
9,27017,839.0,6.0,9499,Dobson,,883.250868512475,8832.50868512475,2962951682.04883,566348.974052304
10,27018,552.0,4.0,8221,East Bend,,671.451161659165,6714.51161659166,2331567909.96985,255811.974556888
11,27019,237.0,1.0,4234,Germanton,,559.754369390647,5597.54369390647,977414017.819214,270248.259734795
12,27020,536.0,5.0,6104,Hamptonville,,878.112712975098,8781.12712975098,2114111622.36755,316969.486887135
13,27021,1182.0,31.0,17979,King,,657.433672618054,6574.33672618054,1469376476.14172,210392.900707099
14,27022,73.0,1.0,1512,Lawsonville,,482.804232804233,4828.04232804233,918745327.278442,200803.000966771
15,27023,760.0,3.0,12775,Lewisville,,594.911937377691,5949.11937377691,807172159.002075,183078.980128527
16,27024,219.0,3.0,2683,Lowgap,,816.250465896385,8162.50465896385,1265827411.39758,278411.484773322
17,27025,845.0,4.0,11117,Madison,,760.097148511289,7600.97148511289,2714649364.33142,468723.596670606
18,27027,299.0,1.0,4017,Mayodan,,744.336569579288,7443.36569579288,548179131.574585,172371.363079245
19,27028,1934.0,14.0,28039,Mocksville,,689.753557544848,6897.53557544848,5475621774.30664,567238.136149725
20,27030,3129.0,64.0,37641,Mount Airy,,831.274408225074,8312.74408225074,4824085732.75671,624989.724929863
21,27040,771.0,3.0,13150,Pfafftown,,586.311787072243,5863.11787072243,763349953.536133,205025.773716105
22,27041,528.0,6.0,8020,Pilot Mountain,,658.354114713217,6583.54114713217,1629462738.40637,324677.141569035
23,27042,60.0,1.0,720,Pine Hall,,833.333333333333,8333.33333333333,290758639.069458,113971.243586081
24,27043,401.0,5.0,6442,Pinnacle,,622.477491462279,6224.77491462279,1935795027.06067,395674.180712496
25,27045,730.0,6.0,9583,Rural Hall,,761.765626630492,7617.65626630491,666085549.25769,154538.589918543
26,27046,117.0,1.0,1953,Sandy Ridge,,599.078341013825,5990.78341013825,1237681699.0647,217125.573744555
27,27047,89.0,0.0,1279,Siloam,,695.856137607506,6958.56137607506,576295820.815674,144984.839113672
28,27048,551.0,3.0,8902,Stoneville,,618.962031004269,6189.62031004269,2355000804.03674,325454.766660313
29,27050,229.0,3.0,4084,Tobaccoville,,560.724779627816,5607.24779627816,703876500.567505,219088.1792708
30,27051,536.0,5.0,8287,Walkertown,,646.7961867986,6467.961867986,524680317.775635,151066.808563308
31,27052,691.0,13.0,10061,Walnut Cove,,686.810456217076,6868.10456217076,2710320219.82117,403203.611044297
32,27053,128.0,1.0,3156,Westfield,,405.57667934093797,4055.76679340938,2152815477.55933,413464.446930882
33,27054,206.0,2.0,2608,Woodleaf,,789.877300613497,7898.77300613497,778193820.583862,201172.963339102
34,27055,1324.0,17.0,14521,Yadkinville,,911.782935059569,9117.82935059569,3115987965.39453,403366.49229781
35,27101,1347.0,31.0,24321,Winston Salem,,553.842358455656,5538.42358455656,356085731.400146,162957.922513793
36,27103,2302.0,24.0,36071,Winston Salem,,638.185800227329,6381.85800227329,527249856.672729,146399.561156354
37,27104,1914.0,26.0,29383,Winston Salem,,651.397066330872,6513.97066330872,337669863.683838,130394.134288752
38,27105,3020.0,27.0,40186,Winston Salem,,751.505499427661,7515.05499427661,950547784.577881,208375.813794777
39,27106,3161.0,29.0,51378,Winston Salem,,615.243878702947,6152.43878702947,787324720.967285,203893.681115083
40,27107,3784.0,30.0,52432,Winston Salem,,721.696673787,7216.96673787,1859279716.41162,319111.813640457
41,27127,2981.0,21.0,38510,Winston Salem,,774.084653336796,7740.84653336796,820319160.873047,213438.375685158
42,27157,30.0,0.0,5,Winston Salem,,,,827769.094482422,4216.57245655308
43,27203,2066.0,40.0,21876,Asheboro,,944.413969647102,9444.13969647102,589408161.410522,188062.356665824
44,27205,2700.0,34.0,34549,Asheboro,,781.498740918695,7814.98740918695,6255653514.79199,588011.232518038
45,27207,212.0,2.0,3806,Bear Creek,,557.015239096164,5570.15239096164,2300194678.82397,473699.237818467
46,27208,116.0,0.0,1691,Bennett,,685.984624482555,6859.84624482555,1029479783.1405,215638.108979383
47,27209,596.0,25.0,4151,Biscoe,,1435.79860274633,14357.9860274633,1198089302.20734,259108.004034657
48,27212,311.0,1.0,1600,Blanch,,1943.75,19437.5,1328181375.12305,277007.39975067
49,27214,736.0,4.0,11747,Browns Summit,,626.542947135439,6265.42947135439,1414533235.94788,324969.092830869
50,27215,3311.0,38.0,44892,Burlington,,737.547892720306,7375.47892720306,1827823774.30115,298200.358945539
51,27217,4054.0,72.0,39111,Burlington,,1036.53703561658,10365.3703561658,3473433663.33496,513818.51476852
52,27229,441.0,10.0,4014,Candor,,1098.65470852018,10986.5470852018,2747739848.89313,367384.611313313
53,27231,89.0,0.0,2048,Cedar Grove,,434.5703125,4345.703125,987771348.581177,209108.769362036
54,27233,201.0,2.0,3647,Climax,,551.13792157938,5511.3792157938,703252829.253662,187154.002103638
55,27235,309.0,3.0,4575,Colfax,,675.409836065574,6754.09836065574,380654027.583252,148521.339190303
56,27239,628.0,5.0,9629,Denton,,652.196489770485,6521.96489770485,4319759872.9696,429373.198159064
57,27242,126.0,1.0,2668,Eagle Springs,,472.263868065967,4722.63868065967,1480408484.01825,321391.030328654
58,27243,209.0,3.0,4665,Efland,,448.017148981779,4480.17148981779,1142332751.10315,311755.144165646
59,27244,1269.0,13.0,16259,Elon,,780.490805092564,7804.90805092564,1541989025.453,399696.340130384
60,27248,276.0,4.0,4835,Franklinville,,570.837642192347,5708.37642192347,942909114.352783,215710.992817749
61,27249,815.0,5.0,13355,Gibsonville,,610.258330213403,6102.58330213403,1679803774.77087,397477.611919868
62,27252,72.0,2.0,2264,Goldston,,318.021201413428,3180.21201413428,1142470673.17163,220926.147155476
63,27253,2597.0,32.0,31464,Graham,,825.387744724129,8253.87744724129,2351372927.78931,521476.969804177
64,27258,508.0,7.0,7740,Haw River,,656.330749354005,6563.30749354005,473631125.268677,312686.877842211
65,27260,1603.0,27.0,25696,High Point,,623.832503113325,6238.32503113325,348441568.963501,133229.878739789
66,27262,1500.0,25.0,24764,High Point,,605.717977709578,6057.17977709578,368730084.700928,171087.864383377
67,27263,1579.0,28.0,22320,High Point,,707.437275985663,7074.37275985663,1121512604.52234,249658.228757679
68,27265,3026.0,35.0,50038,High Point,,604.740397298053,6047.40397298053,1172957282.41284,307481.490778656
69,27268,230.0,0.0,1695,High Point,,1356.93215339233,13569.3215339233,2495618.64758301,8251.66869064816
70,27278,1256.0,11.0,27181,Hillsborough,,462.087487583238,4620.87487583238,2885765742.02771,502574.675043234
71,27281,195.0,0.0,3710,Jackson Springs,,525.606469002695,5256.06469002695,2095606802.2608,479969.724586594
72,27282,1006.0,11.0,16597,Jamestown,,606.133638609387,6061.33638609387,404066994.873657,168803.970950205
73,27283,176.0,1.0,2982,Julian,,590.207914151576,5902.07914151576,711286368.914917,161239.518798817
74,27284,3793.0,49.0,56201,Kernersville,,674.899023149054,6748.99023149054,2233069317.10205,420748.080109325
75,27288,1521.0,12.0,23585,Eden,,644.901420394319,6449.01420394318,1951079100.05676,304615.616752016
76,27291,100.0,0.0,1538,Leasburg,,650.195058517555,6501.95058517555,1492904663.44434,314720.365319101
77,27292,2829.0,22.0,41465,Lexington,,682.262148800193,6822.62148800193,4270233445.18579,407599.915340798
78,27295,2902.0,35.0,39191,Lexington,,740.476129723661,7404.76129723661,3631502180.53174,466742.919509858
