OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,properties.RatePer100K,Shape__Area,Shape__Length
1,27006,538.0,3.0,14872,Advance,,361.7536309844,3617.536309844,1744189234.37061,355282.663136038
2,27007,94.0,0.0,2136,Ararat,,440.074906367041,4400.74906367041,592499585.594238,195922.003442792
3,27009,100.0,1.0,2937,Belews Creek,,340.483486550902,3404.83486550902,618093097.011353,191244.647442635
4,27011,262.0,4.0,5411,Boonville,,484.198854185918,4841.98854185918,1489580093.86462,316910.589814884
5,27012,1326.0,20.0,28954,Clemmons,,457.967811010569,4579.67811010568,1176567385.86804,255774.303165276
6,27013,243.0,5.0,6495,Cleveland,,374.133949191686,3741.33949191686,2066336247.98627,379169.285246239
7,27014,32.0,0.0,957,Cooleemee,,334.378265412748,3343.78265412748,21479098.032959,22299.1178929161
8,27016,75.0,0.0,1682,Danbury,,445.89774078478,4458.9774078478,1068209590.0686,211061.413302457
9,27017,562.0,3.0,9499,Dobson,,591.641225392147,5916.41225392147,2962951682.04883,566348.974052304
10,27018,379.0,3.0,8221,East Bend,,461.014475124681,4610.14475124681,2331567909.96985,255811.974556888
11,27019,144.0,1.0,4234,Germanton,,340.103920642418,3401.03920642418,977414017.819214,270248.259734795
12,27020,335.0,4.0,6104,Hamptonville,,548.820445609436,5488.20445609436,2114111622.36755,316969.486887135
13,27021,670.0,9.0,17979,King,,372.656988709049,3726.56988709049,1469376476.14172,210392.900707099
14,27022,43.0,1.0,1512,Lawsonville,,284.391534391534,2843.91534391534,918745327.278442,200803.000966771
15,27023,520.0,2.0,12775,Lewisville,,407.045009784736,4070.45009784736,807172159.002075,183078.980128527
16,27024,123.0,3.0,2683,Lowgap,,458.44204248975,4584.4204248975,1265827411.39758,278411.484773322
17,27025,625.0,3.0,11117,Madison,,562.202032922551,5622.02032922551,2714649364.33142,468723.596670606
18,27027,218.0,0.0,4017,Mayodan,,542.69355240229,5426.9355240229,548179131.574585,172371.363079245
19,27028,1220.0,10.0,28039,Mocksville,,435.108242091373,4351.08242091373,5475621774.30664,567238.136149725
20,27030,1984.0,29.0,37641,Mount Airy,,527.08482771446,5270.8482771446,4824085732.75671,624989.724929863
21,27040,494.0,1.0,13150,Pfafftown,,375.665399239544,3756.65399239544,763349953.536133,205025.773716105
22,27041,300.0,4.0,8020,Pilot Mountain,,374.064837905237,3740.64837905237,1629462738.40637,324677.141569035
23,27042,45.0,1.0,720,Pine Hall,,625.0,6250.0,290758639.069458,113971.243586081
24,27043,257.0,3.0,6442,Pinnacle,,398.944427196523,3989.44427196523,1935795027.06067,395674.180712496
25,27045,488.0,4.0,9583,Rural Hall,,509.235103829698,5092.35103829698,666085549.25769,154538.589918543
26,27046,78.0,1.0,1953,Sandy Ridge,,399.385560675883,3993.85560675883,1237681699.0647,217125.573744555
27,27047,58.0,0.0,1279,Siloam,,453.479280688037,4534.79280688037,576295820.815674,144984.839113672
28,27048,420.0,2.0,8902,Stoneville,,471.804088968771,4718.04088968771,2355000804.03674,325454.766660313
29,27050,155.0,1.0,4084,Tobaccoville,,379.529872673849,3795.29872673849,703876500.567505,219088.1792708
30,27051,322.0,3.0,8287,Walkertown,,388.560395800652,3885.60395800652,524680317.775635,151066.808563308
31,27052,386.0,8.0,10061,Walnut Cove,,383.659675976543,3836.59675976543,2710320219.82117,403203.611044297
32,27053,69.0,1.0,3156,Westfield,,218.631178707224,2186.31178707224,2152815477.55933,413464.446930882
33,27054,114.0,1.0,2608,Woodleaf,,437.116564417178,4371.16564417178,778193820.583862,201172.963339102
34,27055,957.0,10.0,14521,Yadkinville,,659.045520280972,6590.45520280972,3115987965.39453,403366.49229781
35,27101,911.0,27.0,24321,Winston Salem,,374.573413922125,3745.73413922125,356085731.400146,162957.922513793
36,27103,1586.0,19.0,36071,Winston Salem,,439.688392337335,4396.88392337335,527249856.672729,146399.561156354
37,27104,1288.0,18.0,29383,Winston Salem,,438.348705033523,4383.48705033523,337669863.683838,130394.134288752
38,27105,2277.0,18.0,40186,Winston Salem,,566.615239138008,5666.15239138008,950547784.577881,208375.813794777
39,27106,2200.0,21.0,51378,Winston Salem,,428.198839970415,4281.98839970415,787324720.967285,203893.681115083
40,27107,2684.0,22.0,52432,Winston Salem,,511.901129081477,5119.01129081477,1859279716.41162,319111.813640457
41,27127,1991.0,15.0,38510,Winston Salem,,517.008569202804,5170.08569202804,820319160.873047,213438.375685158
42,27157,17.0,0.0,5,Winston Salem,,,,827769.094482422,4216.57245655308
43,27203,1486.0,25.0,21876,Asheboro,,679.283232766502,6792.83232766502,589408161.410522,188062.356665824
44,27205,1769.0,22.0,34549,Asheboro,,512.026397290804,5120.26397290804,6255653514.79199,588011.232518038
45,27207,157.0,2.0,3806,Bear Creek,,412.506568575933,4125.06568575933,2300194678.82397,473699.237818467
46,27208,74.0,0.0,1691,Bennett,,437.610881135423,4376.10881135423,1029479783.1405,215638.108979383
47,27209,428.0,24.0,4151,Biscoe,,1031.07684895206,10310.7684895206,1198089302.20734,259108.004034657
48,27212,256.0,0.0,1600,Blanch,,1600.0,16000.0,1328181375.12305,277007.39975067
49,27214,449.0,1.0,11747,Browns Summit,,382.225248999745,3822.25248999745,1414533235.94788,324969.092830869
50,27215,2186.0,21.0,44892,Burlington,,486.946449255992,4869.46449255992,1827823774.30115,298200.358945539
51,27217,2929.0,56.0,39111,Burlington,,748.89417299481,7488.9417299481,3473433663.33496,513818.51476852
52,27229,305.0,8.0,4014,Candor,,759.840558046836,7598.40558046836,2747739848.89313,367384.611313313
53,27231,57.0,0.0,2048,Cedar Grove,,278.3203125,2783.203125,987771348.581177,209108.769362036
54,27233,102.0,2.0,3647,Climax,,279.681930353715,2796.81930353715,703252829.253662,187154.002103638
55,27235,194.0,1.0,4575,Colfax,,424.043715846995,4240.43715846994,380654027.583252,148521.339190303
56,27239,334.0,5.0,9629,Denton,,346.868833731436,3468.68833731436,4319759872.9696,429373.198159064
57,27242,80.0,0.0,2668,Eagle Springs,,299.850074962519,2998.50074962519,1480408484.01825,321391.030328654
58,27243,148.0,1.0,4665,Efland,,317.256162915327,3172.56162915327,1142332751.10315,311755.144165646
59,27244,986.0,7.0,16259,Elon,,606.433359985239,6064.33359985239,1541989025.453,399696.340130384
60,27248,196.0,3.0,4835,Franklinville,,405.377456049638,4053.77456049638,942909114.352783,215710.992817749
61,27249,515.0,3.0,13355,Gibsonville,,385.62336203669,3856.2336203669,1679803774.77087,397477.611919868
62,27252,39.0,1.0,2264,Goldston,,172.26148409894,1722.6148409894,1142470673.17163,220926.147155476
63,27253,1796.0,25.0,31464,Graham,,570.811085685228,5708.11085685228,2351372927.78931,521476.969804177
64,27258,314.0,3.0,7740,Haw River,,405.684754521964,4056.84754521964,473631125.268677,312686.877842211
65,27260,1108.0,21.0,25696,High Point,,431.195516811955,4311.95516811955,348441568.963501,133229.878739789
66,27262,1023.0,13.0,24764,High Point,,413.099660797932,4130.99660797932,368730084.700928,171087.864383377
67,27263,1071.0,19.0,22320,High Point,,479.838709677419,4798.38709677419,1121512604.52234,249658.228757679
68,27265,1879.0,30.0,50038,High Point,,375.514608897238,3755.14608897238,1172957282.41284,307481.490778656
69,27268,228.0,0.0,1695,High Point,,1345.13274336283,13451.3274336283,2495618.64758301,8251.66869064816
70,27278,829.0,3.0,27181,Hillsborough,,304.992457966962,3049.92457966962,2885765742.02771,502574.675043234
71,27281,131.0,0.0,3710,Jackson Springs,,353.099730458221,3530.99730458221,2095606802.2608,479969.724586594
72,27282,627.0,7.0,16597,Jamestown,,377.779116707839,3777.79116707839,404066994.873657,168803.970950205
73,27283,126.0,1.0,2982,Julian,,422.535211267606,4225.35211267606,711286368.914917,161239.518798817
74,27284,2411.0,35.0,56201,Kernersville,,428.995925339407,4289.95925339407,2233069317.10205,420748.080109325
75,27288,1043.0,8.0,23585,Eden,,442.230231079076,4422.30231079076,1951079100.05676,304615.616752016
76,27291,57.0,0.0,1538,Leasburg,,370.611183355007,3706.11183355007,1492904663.44434,314720.365319101
77,27292,1764.0,14.0,41465,Lexington,,425.419028095985,4254.19028095985,4270233445.18579,407599.915340798
78,27295,1760.0,25.0,39191,Lexington,,449.082697558113,4490.82697558113,3631502180.53174,466742.919509858
79,27298,383.0,1.0,10440,Liberty,,366.858237547893,3668.58237547893,2639148530.03284,431527.987760386
80,27299,262.0,0.0,5254,Linwood,,498.667681766273,4986.67681766273,822543412.257813,203597.604040365
81,27301,463.0,3.0,10019,Mc Leansville,,462.121968260305,4621.21968260305,900133716.655151,287107.537324028
82,27302,1195.0,0.0,32302,Mebane,,369.946133366355,3699.46133366355,3198656461.27478,644303.59427532
83,27305,63.0,1.0,1585,Milton,,397.476340694006,3974.76340694006,687167820.539429,263836.485514183
84,27306,345.0,8.0,5945,Mount Gilead,,580.319596299411,5803.19596299411,5305900334.83325,426306.558627535
85,27310,293.0,2.0,8562,Oak Ridge,,342.209764073815,3422.09764073815,526240082.103149,140986.043049622
86,27311,114.0,0.0,3220,Pelham,,354.037267080745,3540.37267080745,1338371966.32642,293760.993606137
87,27312,484.0,23.0,22205,Pittsboro,,217.968925917586,2179.68925917586,5005768374.64233,617961.777569282
88,27313,252.0,18.0,7288,Pleasant Garden,,345.773874862788,3457.73874862788,760352714.59021,181619.740165306
89,27314,25.0,1.0,1138,Prospect Hill,,219.683655536028,2196.83655536028,773578280.842896,162162.976448062
90,27315,52.0,0.0,2140,Providence,,242.990654205607,2429.90654205607,697810511.310425,179457.95829655
