OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,properties.RatePer100K,Shape__Area,Shape__Length
1,27006,561.0,3.0,14872,Advance,,377.218934911243,3772.18934911243,1744189234.37061,355282.663136038
2,27007,99.0,0.0,2136,Ararat,,463.483146067416,4634.83146067416,592499585.594238,195922.003442792
3,27009,108.0,1.0,2937,Belews Creek,,367.722165474974,3677.22165474974,618093097.011353,191244.647442635
4,27011,274.0,4.0,5411,Boonville,,506.375900942524,5063.75900942524,1489580093.86462,316910.589814884
5,27012,1407.0,24.0,28954,Clemmons,,485.943220280445,4859.43220280445,1176567385.86804,255774.303165276
6,27013,264.0,5.0,6495,Cleveland,,406.466512702079,4064.66512702079,2066336247.98627,379169.285246239
7,27014,34.0,0.0,957,Cooleemee,,355.276907001045,3552.76907001045,21479098.032959,22299.1178929161
8,27016,78.0,0.0,1682,Danbury,,463.733650416171,4637.33650416171,1068209590.0686,211061.413302457
9,27017,584.0,4.0,9499,Dobson,,614.801558058743,6148.01558058743,2962951682.04883,566348.974052304
10,27018,398.0,3.0,8221,East Bend,,484.126018732514,4841.26018732514,2331567909.96985,255811.974556888
11,27019,149.0,1.0,4234,Germanton,,351.913084553614,3519.13084553614,977414017.819214,270248.259734795
12,27020,344.0,4.0,6104,Hamptonville,,563.564875491481,5635.64875491481,2114111622.36755,316969.486887135
13,27021,708.0,9.0,17979,King,,393.792758217921,3937.92758217921,1469376476.14172,210392.900707099
14,27022,47.0,1.0,1512,Lawsonville,,310.846560846561,3108.46560846561,918745327.278442,200803.000966771
15,27023,544.0,2.0,12775,Lewisville,,425.831702544031,4258.31702544031,807172159.002075,183078.980128527
16,27024,128.0,3.0,2683,Lowgap,,477.077897875512,4770.77897875512,1265827411.39758,278411.484773322
17,27025,648.0,3.0,11117,Madison,,582.891067734101,5828.91067734101,2714649364.33142,468723.596670606
18,27027,223.0,0.0,4017,Mayodan,,555.140652228031,5551.40652228031,548179131.574585,172371.363079245
19,27028,1261.0,10.0,28039,Mocksville,,449.730732194443,4497.30732194444,5475621774.30664,567238.136149725
20,27030,2071.0,32.0,37641,Mount Airy,,550.197922478149,5501.97922478149,4824085732.75671,624989.724929863
21,27040,507.0,2.0,13150,Pfafftown,,385.551330798479,3855.51330798479,763349953.536133,205025.773716105
22,27041,313.0,5.0,8020,Pilot Mountain,,390.274314214464,3902.74314214464,1629462738.40637,324677.141569035
23,27042,47.0,1.0,720,Pine Hall,,652.777777777778,6527.77777777778,290758639.069458,113971.243586081
24,27043,268.0,3.0,6442,Pinnacle,,416.019869605712,4160.19869605712,1935795027.06067,395674.180712496
25,27045,507.0,4.0,9583,Rural Hall,,529.061880413232,5290.61880413232,666085549.25769,154538.589918543
26,27046,82.0,1.0,1953,Sandy Ridge,,419.866871479775,4198.66871479775,1237681699.0647,217125.573744555
27,27047,58.0,0.0,1279,Siloam,,453.479280688037,4534.79280688037,576295820.815674,144984.839113672
28,27048,429.0,2.0,8902,Stoneville,,481.91417658953,4819.1417658953,2355000804.03674,325454.766660313
29,27050,161.0,1.0,4084,Tobaccoville,,394.221351616063,3942.21351616063,703876500.567505,219088.1792708
30,27051,346.0,3.0,8287,Walkertown,,417.521419090141,4175.21419090141,524680317.775635,151066.808563308
31,27052,402.0,8.0,10061,Walnut Cove,,399.562667726866,3995.62667726866,2710320219.82117,403203.611044297
32,27053,75.0,1.0,3156,Westfield,,237.642585551331,2376.42585551331,2152815477.55933,413464.446930882
33,27054,120.0,1.0,2608,Woodleaf,,460.122699386503,4601.22699386503,778193820.583862,201172.963339102
34,27055,980.0,10.0,14521,Yadkinville,,674.884649817506,6748.84649817506,3115987965.39453,403366.49229781
35,27101,950.0,27.0,24321,Winston Salem,,390.608938777188,3906.08938777188,356085731.400146,162957.922513793
36,27103,1630.0,20.0,36071,Winston Salem,,451.886557068005,4518.86557068005,527249856.672729,146399.561156354
37,27104,1343.0,20.0,29383,Winston Salem,,457.067011537283,4570.67011537283,337669863.683838,130394.134288752
38,27105,2343.0,19.0,40186,Winston Salem,,583.038869257951,5830.38869257951,950547784.577881,208375.813794777
39,27106,2258.0,21.0,51378,Winston Salem,,439.487718478726,4394.87718478726,787324720.967285,203893.681115083
40,27107,2769.0,22.0,52432,Winston Salem,,528.11260299054,5281.1260299054,1859279716.41162,319111.813640457
41,27127,2064.0,16.0,38510,Winston Salem,,535.964684497533,5359.64684497533,820319160.873047,213438.375685158
42,27157,17.0,0.0,5,Winston Salem,,,,827769.094482422,4216.57245655308
43,27203,1525.0,25.0,21876,Asheboro,,697.110989211922,6971.10989211922,589408161.410522,188062.356665824
44,27205,1835.0,22.0,34549,Asheboro,,531.129699846595,5311.29699846595,6255653514.79199,588011.232518038
45,27207,161.0,2.0,3806,Bear Creek,,423.016290068313,4230.16290068313,2300194678.82397,473699.237818467
46,27208,75.0,0.0,1691,Bennett,,443.524541691307,4435.24541691307,1029479783.1405,215638.108979383
47,27209,437.0,24.0,4151,Biscoe,,1052.75837147675,10527.5837147675,1198089302.20734,259108.004034657
48,27212,258.0,0.0,1600,Blanch,,1612.5,16125.0,1328181375.12305,277007.39975067
49,27214,461.0,1.0,11747,Browns Summit,,392.440623137822,3924.40623137822,1414533235.94788,324969.092830869
50,27215,2288.0,22.0,44892,Burlington,,509.667646796757,5096.67646796757,1827823774.30115,298200.358945539
51,27217,3002.0,57.0,39111,Burlington,,767.558998747156,7675.58998747156,3473433663.33496,513818.51476852
52,27229,314.0,8.0,4014,Candor,,782.262082710513,7822.62082710513,2747739848.89313,367384.611313313
53,27231,59.0,0.0,2048,Cedar Grove,,288.0859375,2880.859375,987771348.581177,209108.769362036
54,27233,104.0,2.0,3647,Climax,,285.165889772416,2851.65889772416,703252829.253662,187154.002103638
55,27235,202.0,1.0,4575,Colfax,,441.530054644809,4415.30054644809,380654027.583252,148521.339190303
56,27239,351.0,5.0,9629,Denton,,364.523834250701,3645.23834250701,4319759872.9696,429373.198159064
57,27242,82.0,0.0,2668,Eagle Springs,,307.346326836582,3073.46326836582,1480408484.01825,321391.030328654
58,27243,153.0,1.0,4665,Efland,,327.974276527331,3279.74276527331,1142332751.10315,311755.144165646
59,27244,1000.0,7.0,16259,Elon,,615.043975644259,6150.43975644259,1541989025.453,399696.340130384
60,27248,200.0,3.0,4835,Franklinville,,413.650465356774,4136.50465356774,942909114.352783,215710.992817749
61,27249,539.0,3.0,13355,Gibsonville,,403.594159490827,4035.94159490827,1679803774.77087,397477.611919868
62,27252,40.0,1.0,2264,Goldston,,176.678445229682,1766.78445229682,1142470673.17163,220926.147155476
63,27253,1841.0,25.0,31464,Graham,,585.113145181795,5851.13145181795,2351372927.78931,521476.969804177
64,27258,335.0,3.0,7740,Haw River,,432.8165374677,4328.165374677,473631125.268677,312686.877842211
65,27260,1151.0,22.0,25696,High Point,,447.929638854296,4479.29638854296,348441568.963501,133229.878739789
66,27262,1047.0,15.0,24764,High Point,,422.791148441286,4227.91148441286,368730084.700928,171087.864383377
67,27263,1118.0,20.0,22320,High Point,,500.89605734767,5008.9605734767,1121512604.52234,249658.228757679
68,27265,1929.0,30.0,50038,High Point,,385.507014668852,3855.07014668852,1172957282.41284,307481.490778656
69,27268,228.0,0.0,1695,High Point,,1345.13274336283,13451.3274336283,2495618.64758301,8251.66869064816
70,27278,851.0,3.0,27181,Hillsborough,,313.086347080681,3130.86347080681,2885765742.02771,502574.675043234
71,27281,135.0,0.0,3710,Jackson Springs,,363.881401617251,3638.81401617251,2095606802.2608,479969.724586594
72,27282,642.0,7.0,16597,Jamestown,,386.81689461951,3868.1689461951,404066994.873657,168803.970950205
73,27283,131.0,1.0,2982,Julian,,439.302481556003,4393.02481556003,711286368.914917,161239.518798817
74,27284,2510.0,38.0,56201,Kernersville,,446.611270262095,4466.11270262095,2233069317.10205,420748.080109325
75,27288,1059.0,8.0,23585,Eden,,449.014203943184,4490.14203943184,1951079100.05676,304615.616752016
76,27291,59.0,0.0,1538,Leasburg,,383.615084525358,3836.15084525358,1492904663.44434,314720.365319101
77,27292,1834.0,15.0,41465,Lexington,,442.300735560111,4423.00735560111,4270233445.18579,407599.915340798
78,27295,1818.0,27.0,39191,Lexington,,463.882013727642,4638.82013727642,3631502180.53174,466742.919509858
79,27298,388.0,1.0,10440,Liberty,,371.647509578544,3716.47509578544,2639148530.03284,431527.987760386
80,27299,271.0,0.0,5254,Linwood,,515.797487628474,5157.97487628474,822543412.257813,203597.604040365
81,27301,471.0,4.0,10019,Mc Leansville,,470.106797085537,4701.06797085538,900133716.655151,287107.537324028
82,27302,1233.0,1.0,32302,Mebane,,381.710110829051,3817.10110829051,3198656461.27478,644303.59427532
83,27305,69.0,1.0,1585,Milton,,435.331230283912,4353.31230283912,687167820.539429,263836.485514183
84,27306,366.0,8.0,5945,Mount Gilead,,615.643397813288,6156.43397813288,5305900334.83325,426306.558627535
85,27310,308.0,2.0,8562,Oak Ridge,,359.729035272133,3597.29035272133,526240082.103149,140986.043049622
86,27311,116.0,0.0,3220,Pelham,,360.248447204969,3602.48447204969,1338371966.32642,293760.993606137
87,27312,492.0,23.0,22205,Pittsboro,,221.571718081513,2215.71718081513,5005768374.64233,617961.777569282
88,27313,264.0,18.0,7288,Pleasant Garden,,362.239297475302,3622.39297475302,760352714.59021,181619.740165306
